applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,estimated_debt,total_monthly_debt,DTI,approved,approved_amount,interest_rate
A00673,50551,2412.4433603802786,4489.554374782375,46707.788733542584,62,BC,Full-time,507,620,72563.60462148959,0.17314009914086925,1,1,Late >60,376.9100909455064,2789.353451325785,0.9947784486950754,0,3475.3812500000004,11.75
A00674,49830,2082.3180860821444,9792.482787019853,36043.07199238345,85,BC,Unemployed,39,526,55889.203896360814,0.44663081815369376,17,0,On Time,748.8552258657071,2831.1733119478513,0.942195176813812,0,6228.75,9.75
A00675,29683,2504.8294674976346,9598.343813988768,46484.02197546571,70,ON,Part-time,145,575,82197.80826016335,0.8792669192056812,12,2,Late >60,2168.214409031194,4673.043876528829,2.452945269329704,0,1855.1875,11.75
A00676,40667,8059.058425334413,3291.3670555608032,40051.76416589484,52,BC,Unemployed,365,538,50754.44533245558,0.7894671121574774,19,6,Late >60,1202.0689615730478,9261.127386907461,3.0873229828266573,0,2541.6875,11.75
A00677,34434,2796.7385654644318,8859.236704168032,30855.574525279302,80,BC,Part-time,247,657,37728.60618499271,0.5703394570317467,15,0,On Time,645.5433829834002,3442.281948447832,1.5221987050727341,0,4304.25,9.75
A00678,144096,1915.2132205014816,8476.113742156493,6676.786073184461,39,QC,Full-time,11,748,43276.08546354227,0.8087091643431323,20,4,Late >60,1049.9330073378974,2965.146227839379,0.263611743007571,0,6676.786073184461,8.75
A00679,95792,5042.634607930315,2106.8039732756283,15282.552956375826,42,BC,Unemployed,535,828,34597.578092065145,0.1528275088440162,12,4,Late <30,158.6238501553988,5201.258458085714,0.7090030541310742,0,15282.552956375826,6.75
A00680,113309,8656.45036372732,6242.904007832697,48473.27794782119,62,AB,Part-time,509,633,35831.415341032,0.19491936758662898,13,2,On Time,209.52710454023378,8865.977468267552,1.092959161941472,0,10000.0,9.75
A00681,86071,2413.4970383749987,726.8231558981486,16651.68283699602,59,BC,Full-time,244,663,37347.11323445212,0.2088647915569377,17,10,Late 30-60,234.01491062901573,2647.5119490040142,0.43876275643790286,1,16500.0,7.75
A00682,34117,785.3624279279869,8367.107205834616,5569.488619483169,47,QC,Unemployed,170,868,21287.57692057796,0.7760135553964244,7,0,Late 30-60,495.5834475573771,1280.945875485364,0.5093169507529475,0,5569.488619483169,6.75
A00683,46158,3564.047358496647,1745.4588350349654,35670.11444004667,24,MB,Part-time,31,639,77287.04278100363,0.8909655045397616,4,4,Late >60,2065.8026719728914,5629.850030469539,1.7418311357522265,0,2884.875,11.75
A00684,76633,7476.518245649778,708.1470138576451,36966.20847264053,74,MB,Unemployed,428,617,51968.18738169085,0.5628363204403689,8,7,Late 30-60,877.4875009759945,8354.005746625773,1.4818146752660064,0,9579.125,9.75
A00685,32566,5506.905446947946,4002.190955388112,14987.428294070389,32,AB,Part-time,34,666,21813.70655054631,0.9579716247356753,14,8,Late <30,626.9073571720228,6133.812804119969,2.4258806066236245,0,8141.5,7.75
A00686,85699,8167.933695743474,5769.221385996435,15585.926987968884,68,AB,Unemployed,204,637,49600.603557267226,0.7280302512054606,8,5,Late 30-60,1083.3221960321916,9251.255891775665,1.3608794083592197,0,10000.0,9.75
A00687,53206,9595.921476092339,8549.16958559771,23975.75628993041,96,BC,Unemployed,383,612,92429.45016923296,0.5636838338402289,19,0,Late 30-60,1563.0296049341289,11158.951081026467,2.6789964522176555,0,6650.75,9.75
A00688,49746,7926.62476751617,9742.425255217366,2067.6585383505217,70,BC,Part-time,265,539,60899.54535739558,0.6115905268527292,9,4,On Time,1117.3675509066372,9043.992318422808,2.196604046453582,0,2067.6585383505217,9.75
A00689,85611,6038.030788437534,4394.925125698636,39676.82750769702,95,MB,Unemployed,576,839,98940.16090770805,0.8495341532464175,17,1,Late >60,2521.5913745638213,8559.622163001355,1.3666365754259056,0,10701.375,8.75
A00690,74924,4933.415880523805,604.4692298527021,16537.350576432153,19,MB,Unemployed,442,735,63196.75455024449,0.09018070742089412,13,0,Late 30-60,170.97384096136975,5104.389721485175,0.8969905886676856,0,15000.0,7.75
A00691,50092,400.6908634826667,7491.1557902587065,42834.3919980969,30,ON,Full-time,484,841,97023.91992408512,0.1680174869983848,17,2,Late >60,489.051456131319,889.7423196139857,0.52098716271426,0,6887.650000000001,8.75
A00692,107126,9843.219788140412,5651.732562239375,40328.89065840165,42,MB,Part-time,469,775,36144.05830435301,0.26629498377508165,15,10,On Time,288.7494425916987,10131.969230732111,1.2704855161754378,0,25000.0,6.75
A00693,34946,3834.8112257504254,4478.913448444631,33408.69962282037,55,MB,Unemployed,265,681,43194.78501754941,0.8947758559903022,4,9,Late 30-60,1159.4895221518457,4994.300747902271,2.059140984348497,0,8736.5,7.75
A00694,81639,1522.282139168668,3092.6887879218966,16918.868487865147,88,AB,Part-time,108,512,75997.60881438092,0.9449449711206552,9,4,Late 30-60,2154.4067479903206,3676.6888871589886,0.6150376572660042,0,10000.0,9.75
A00695,80712,6667.088553964568,5023.985278435357,26299.51152139733,94,ON,Unemployed,488,589,98945.72935995573,0.3561705484686619,19,8,On Time,1057.2466408430166,7724.335194807584,1.2657330568613594,0,10000.0,9.75
A00696,51396,2842.882890954593,3386.7960445703093,22796.63362229999,21,ON,Part-time,177,645,86023.79288155008,0.9238572260112431,5,6,On Time,2384.2110798754375,5227.09397083003,1.3801057621991664,0,6424.5,9.75
A00697,70626,5857.782709310476,7570.1186774736025,17605.212426185037,45,BC,Part-time,248,583,64296.422134060085,0.5468478009671489,8,5,Late 30-60,1054.8107116219883,6912.593420932464,1.2642510905985924,0,8828.25,9.75
A00698,32097,5867.679078445912,5438.936964926411,42558.67817585573,71,BC,Full-time,4,498,26812.209148713224,0.47327374417875934,15,8,Late <30,380.6854384054648,6248.364516851377,2.8133937235730624,0,1604.8500000000001,11.75
A00699,95236,4457.298209028691,8768.477741541119,24691.8466543056,35,ON,Full-time,156,590,49150.328799983516,0.8327646779295999,10,5,Late >60,1227.9197319975663,5685.217941026258,0.8096904541125742,0,5500.0,11.75
A00700,54701,8361.186155450427,5435.439146494421,41803.431792060175,33,ON,Part-time,229,660,26914.05604772725,0.5460834368858497,19,10,Late >60,440.9196068124385,8802.105762262865,2.2060749271913864,0,6837.625,9.75
A00701,46200,2649.6706155544302,2382.6241333993003,6155.70523294939,57,BC,Unemployed,260,838,44902.508949320356,0.4544822988678807,17,3,Late >60,612.221864766681,3261.892480321111,0.8952113343661281,0,5775.0,8.75
A00702,101377,4486.325916177341,8510.918822321444,7910.214641416451,22,AB,Part-time,320,612,40703.36805322596,0.01596350427033466,4,6,Late <30,19.49305169204028,4505.818967869382,0.5614439654491896,0,7910.214641416451,9.75
A00703,42189,5376.921285909715,5572.1904493004395,48888.69495053586,35,AB,Unemployed,126,745,51084.42373093747,0.012897662403908217,8,1,Late >60,19.76608954139487,5396.68737545111,1.952171862040016,0,5273.625,9.75
A00704,29669,6636.247207672996,2068.4103814356126,29800.654667698393,29,AB,Part-time,27,582,86982.12719919352,0.6275914001244614,10,1,On Time,1637.6770498423757,8273.924257515373,3.708090153714514,0,3708.625,9.75
A00705,27550,7839.718505055895,6235.078099562221,25978.7140014534,30,AB,Full-time,509,657,32030.133704830412,0.07341693084691614,8,5,On Time,70.54662333675036,7910.265128392645,3.7849553024041724,0,3788.1250000000005,9.75
A00706,81235,3948.0728287825605,3577.1676494242756,26634.64709406147,50,BC,Full-time,227,676,44485.1159082886,0.7369453087362632,3,4,Late 30-60,983.4929243160658,4931.565753098626,0.8465225825204118,0,16500.0,7.75
A00707,31630,6460.4694409659605,8444.056122920658,11548.169927610132,45,QC,Unemployed,540,840,40889.3795457286,0.6223414632920018,7,5,Late <30,763.4146889877236,7223.884129953684,2.8720819074734067,0,7907.5,6.75
A00708,144277,1506.1095306851912,4532.9973864654285,36216.49352559668,62,MB,Part-time,178,412,43691.33177095263,0.45772953271215433,4,1,Late <30,599.9643862526955,2106.0739169378867,0.2655366043961923,0,5000.0,10.75
A00709,21186,9326.481005424786,7264.413581074167,5154.250562757964,61,MB,Unemployed,287,598,48849.87798456738,0.7098036431116866,2,1,Late 30-60,1040.214640770219,10366.695646195005,5.959401395116253,0,2648.25,9.75
A00710,140130,3830.5880642100356,955.3620763623716,29092.861942048137,67,MB,Full-time,493,704,39544.93999469108,0.9930713444694486,3,0,Late <30,1178.128401824746,5008.716466034782,0.5036610853604133,0,16500.0,7.75
A00711,66676,7295.214219764384,3960.2434630234616,28967.671032709168,91,MB,Part-time,264,721,95406.50177784986,0.2463567736325204,15,1,Late >60,705.1211388466924,8000.335358611077,1.596262311403027,0,7500.0,9.75
A00712,57167,203.41081882177647,9832.414364723987,45795.232782542036,61,BC,Full-time,466,562,53608.137113012366,0.5570557001472606,12,10,Late 30-60,895.8815505923834,1099.2923694141598,0.5191420266007496,0,7860.462500000001,9.75
A00713,45690,2051.87142904807,8084.602894771483,26782.957695138157,21,QC,Full-time,394,676,29129.061215781454,0.8428559062071891,2,9,Late >60,736.5480386397649,2788.4194676878346,0.9433770711863373,0,6282.375000000001,9.75
A00714,73252,4870.82544323578,1599.4080236692864,7716.072102734797,47,BC,Part-time,431,681,57412.68880218567,0.016874904539759594,3,6,Late >60,29.065009287234236,4899.890452523014,0.8406114698200827,0,7500.0,9.75
A00715,58881,8782.524677323465,2777.640494772551,29064.909703159967,53,QC,Unemployed,434,827,34754.5521489087,0.20350832870251223,0,1,Late 30-60,212.1852246788614,8994.709902002327,2.0108334830788457,0,14720.25,6.75
A00716,104167,5272.5514995067715,3298.158088563611,5475.054573901286,66,BC,Part-time,387,700,37290.451400105594,0.5209586561598897,7,2,On Time,582.8035034698406,5855.355002976612,0.6934564658896176,0,5475.054573901286,7.75
A00717,63526,9298.704822938791,6503.655604954457,10985.897929696162,92,ON,Full-time,536,665,42803.31341158661,0.5522460249325004,8,10,Late 30-60,709.1387905646607,10007.843613503452,1.9527287506962825,0,10985.897929696162,7.75
A00718,64682,4837.968965827963,7569.9475948965555,2524.320625183391,57,QC,Full-time,144,609,29980.78848207574,0.08633326405235775,4,5,Late <30,77.65017985562793,4915.619145683591,0.9260100982231396,0,2524.320625183391,9.75
A00719,50025,4904.490967359499,7495.266088079098,26151.385540515417,42,MB,Full-time,174,740,77689.5146064,0.40742952566641266,11,5,Late >60,949.5900625601817,5854.081029919681,1.592473186479195,0,6878.437500000001,9.75
A00720,58315,1197.467885005319,5098.740563064028,5142.098149385046,38,QC,Full-time,519,654,83355.71797849992,0.5197847579861811,8,9,Late >60,1299.8109508865682,2497.278835891887,0.5456315075792036,0,4009.1562500000005,11.75
A00721,69982,8026.562441522198,8108.205378381513,24000.32454803512,33,AB,Unemployed,313,623,51542.793753248,0.4229756988103447,3,10,Late <30,654.0404761925262,8680.602917714725,1.6119480987949666,0,8747.75,9.75
A00722,25514,2469.654124670625,4370.78082757475,46714.30673088306,94,QC,Part-time,128,581,75119.40315468362,0.7005962558037933,16,8,Late 30-60,1578.85117765161,4048.5053023222354,2.5632677765534506,0,3189.25,9.75
A00723,30577,8996.12489372315,1238.805652955619,36268.30923794727,36,AB,Part-time,513,650,51116.34321365565,0.7713638886443674,11,10,On Time,1182.8790382369662,10179.003931960116,4.421775795832894,0,3822.125,9.75
A00724,87005,9108.242203303962,5644.418416538133,4793.17203703936,78,AB,Unemployed,9,749,33126.18589090912,0.460261619256777,12,1,Late <30,457.4013587385249,9565.643562042487,1.3391559643450837,0,4793.17203703936,7.75
A00725,65351,9433.101118741497,9523.013846011067,11986.280798233316,59,ON,Unemployed,346,628,51773.44490650226,0.42565972783811323,10,6,On Time,661.1361140442991,10094.237232785796,1.919571358981401,0,8168.875,9.75
A00726,54726,5202.3048910309,7929.936513925113,34009.45857477828,87,QC,Full-time,116,683,64558.99163853116,0.7053636707861228,16,0,Late >60,1366.1270197321483,6568.431910763048,1.6640095752672726,0,7524.825000000001,9.75
A00727,60555,6770.937847836443,5787.006476922424,44840.391190185,93,ON,Part-time,410,624,23279.54512615111,0.5553023588871225,14,5,Late 30-60,387.8155896711279,7158.753437507571,1.6852048894155305,0,7569.375,9.75
A00728,71388,7785.158800616635,6468.056603490969,2613.010751433734,29,MB,Part-time,396,697,72358.75125458962,0.8704394466139689,8,8,Late 30-60,1889.5173419916844,9674.67614260832,1.6394463716845404,0,2613.010751433734,7.75
A00729,45808,1310.146186504656,9305.620270355726,40810.10545430911,74,QC,Part-time,10,688,79408.63752038285,0.481146151414673,3,7,Late >60,1146.2148099604503,2456.3609964651064,0.9641977366646121,0,5726.0,9.75
A00730,40657,6009.571949974972,4283.427944349605,28528.880136577125,36,BC,Unemployed,397,601,88797.6206166849,0.5743274756721628,11,5,Late <30,1529.967398834251,7539.539348809223,2.477921859332426,0,5082.125,9.75
A00731,66172,342.97901303311676,3313.9413894263735,27758.474939523236,30,BC,Full-time,92,763,28221.64481994456,0.1288052031407083,2,5,Late >60,109.0528408199363,452.03185385305306,0.23299028629125618,1,13750.000000000002,7.75
A00732,36787,4975.660833887258,9772.41565000449,47932.84595491454,34,BC,Full-time,101,534,20007.487508661787,0.8359972418449356,19,5,Late <30,501.7861312046477,5477.446965091906,2.255829182180447,0,5058.212500000001,9.75
A00733,73587,1548.426816202274,8634.431335103334,37634.58601724188,45,AB,Part-time,97,793,25861.309521772986,0.42229213168380264,16,7,Late >60,327.6308257825241,1876.057641984798,0.490047734926341,1,9198.375,8.75
A00734,25611,1829.229259620847,3230.435846186024,42655.82453474948,35,BC,Full-time,281,712,93929.34430288865,0.7190632927893217,6,1,On Time,2026.234308119311,3855.463567740158,2.4060622250357935,0,7043.025000000001,7.75
A00735,100375,3650.475666926015,4637.805973609228,18345.78290768867,49,MB,Unemployed,420,738,81244.45768330089,0.42948274908113093,6,10,Late 30-60,1046.7927910028902,4697.268457928905,0.627364416855938,0,15000.0,7.75
A00736,75993,4324.37166716503,4150.781290077991,28163.83800059208,53,QC,Unemployed,363,514,86834.85174089335,0.0010122297369256072,20,8,On Time,2.636904574009758,4327.008571739039,0.816694755320643,0,9499.125,9.75
A00737,68194,6231.724245321872,1490.9567867143392,31154.878193960765,45,QC,Part-time,210,674,61361.103773277784,0.4004102502664021,11,9,Late <30,737.0884475544248,6968.812692876297,1.3907603083019244,0,15000.0,7.75
A00738,98070,744.2841843851567,9578.193238132591,16757.61307776079,50,AB,Full-time,507,833,62137.589965110026,0.147502195078566,20,7,Late <30,274.9629275023681,1019.2471118875247,0.1862313250804954,0,16757.61307776079,5.75
A00739,137976,5036.917612374446,4043.124312197588,28942.158122422577,35,AB,Unemployed,75,665,43880.44718713476,0.39861507930166695,9,1,Late >60,524.74223805877,5561.659850433216,0.5592211335976599,0,7500.0,9.75
A00740,99636,1826.251302531011,8753.29082637908,12596.113594505978,29,AB,Unemployed,322,693,87420.2441574531,0.3213439402276599,7,10,On Time,842.7589713966012,2669.010273927612,0.36696298708452263,1,12596.113594505978,7.75
A00741,23900,5739.751750317419,1893.5622768066507,8025.4078823437385,19,MB,Unemployed,451,565,86381.56664670275,0.20254737867560135,8,7,Late 30-60,524.8907967054419,6264.6425470228605,3.2663120251848565,0,2987.5,9.75
A00742,31644,6374.046122611835,5478.708106372198,19324.542704589298,100,QC,Unemployed,17,536,51373.70765777292,0.12377209716627413,13,0,Late <30,190.75894608028892,6564.805068692124,2.7093444633408432,0,3955.5,9.75
A00743,43900,5567.092565528538,239.6138512426982,37225.191808575415,67,ON,Full-time,290,703,46341.36563771791,0.728561222249406,5,5,Late >60,1012.8756596916713,6579.968225220209,2.103888103729605,0,6036.250000000001,9.75
A00744,60787,7382.955104783076,7642.204838423086,45893.17025562049,59,AB,Unemployed,197,612,79069.86170024199,0.7548603022996687,18,5,Late 30-60,1790.6009911751298,9173.556095958207,2.0827514837633356,0,7598.375,9.75
A00745,77724,3356.092442409013,5809.138982462784,23427.988523413394,38,BC,Unemployed,161,624,22093.4510670347,0.2649975052171575,14,8,Late >60,175.64128243204624,3531.7337248410595,0.6537862251881212,0,4857.75,11.75
A00746,41740,7651.0659163313085,6255.895834697527,32498.360725496153,89,ON,Full-time,416,686,88795.91188147102,0.49519022471681884,19,8,Late <30,1319.1260267556145,8970.191943086924,2.859168978874502,0,11478.500000000002,7.75
A00747,65872,4327.670817081937,517.2088255465346,6048.819417779923,55,ON,Part-time,383,748,55699.83914513383,0.46407094746023114,19,4,Late 30-60,775.4603137639418,5103.131130845878,0.9627026439238419,0,6048.819417779923,7.75
A00748,41126,4841.8449832259685,2110.383302086154,45318.72416906411,34,AB,Part-time,199,732,55307.53972342887,0.3552475710570018,6,0,Late >60,589.4360744366023,5431.281057662571,1.9814743323642934,0,5140.75,9.75
A00749,44193,6481.021272610714,743.3087235358016,28861.606464926786,57,BC,Unemployed,497,689,73526.22779099157,0.2776371817967549,7,10,Late <30,612.4084401611142,7093.429712771828,2.1612322060198577,0,11048.25,7.75
A00750,29696,183.5838399922396,2889.1431580381177,39236.5741336327,63,AB,Part-time,42,768,71659.94882484252,0.18603174268169376,2,0,Late >60,399.93075481099334,583.514594803233,0.7114541293691597,0,3712.0,8.75
A00751,37815,6539.942214202483,6274.39007682151,39927.618845148296,82,AB,Full-time,81,784,41277.92528450934,0.8728926200686428,10,6,Late >60,1080.9358905777913,7620.878104780275,2.7984789115857907,0,5199.5625,8.75
A00752,30523,6185.851490721154,5661.859843173752,13567.54579203719,65,BC,Unemployed,538,666,95462.28836112774,0.8333124876573444,3,10,Late >60,2386.4975097502233,8572.349000471377,3.5302068764797,0,3815.375,9.75
A00753,36833,3098.471167532799,6121.498216133903,26929.548205910625,41,ON,Full-time,303,846,98906.39834661245,0.41717941023671656,1,10,Late 30-60,1237.8513879263262,4336.322555459125,1.675956561226002,0,10129.075,6.75
A00754,101612,857.9428489948948,5492.512713778943,48063.50782648789,50,ON,Part-time,580,571,62079.12114369481,0.7212012565275506,0,3,Late 30-60,1343.146205188762,2201.089054183657,0.4302241021507256,0,10000.0,9.75
A00755,37324,909.3544991304115,2730.2879567585937,5392.092696220561,67,BC,Part-time,198,526,64910.46385362776,0.49833208239921867,6,8,Late <30,970.4089986503261,1879.7634977807375,0.6563689675278173,0,4665.5,9.75
A00756,223751,9232.237469852285,2445.0749734442525,34469.44500344861,99,ON,Unemployed,405,818,64345.43707388989,0.08538326529272833,11,2,Late >60,164.8207057216949,9397.05817557398,0.5594330229055032,0,12500.0,8.75
A00757,76784,6892.793212258372,1370.5968353658127,48150.93982372343,37,MB,Part-time,426,609,58862.992654260874,0.8223905084430511,7,5,Late 30-60,1452.2509937225152,8345.044205980887,1.5299394249884228,0,9598.0,9.75
A00758,65809,1271.026137707404,8490.70874903492,15728.278294647085,96,AB,Unemployed,460,412,95614.96429422604,0.21927154401409854,12,8,Late 30-60,628.9692255494354,1899.9953632568393,0.4324959282948384,0,3290.4500000000003,11.75
A00759,39062,3567.2316930890634,6164.793585412444,43210.948148813055,85,MB,Unemployed,479,647,39580.19591819298,0.7068175107281433,5,3,Late >60,839.2792665908813,4406.510959679945,1.7519346897171686,0,2441.375,11.75
A00760,85157,5924.829939015965,1865.1101250405977,46749.21972500531,57,MB,Full-time,123,802,28636.654100431126,0.5273979649151659,6,4,Late <30,453.0873928364075,6377.917331852372,1.096383469159674,0,23418.175000000003,6.75
A00761,44993,8355.717050906487,1772.0937982123953,37607.224260346426,78,MB,Part-time,527,649,94363.7827459865,0.6905399698145,19,4,On Time,1954.8589106698664,10310.575961576353,3.0508192890592083,0,5624.125,9.75
A00762,63774,436.6092871300853,8730.356015261366,12335.087303040955,29,QC,Part-time,525,502,37043.06513689221,0.4712030557239626,5,4,Late >60,523.6441645765619,960.2534517066472,0.25031631777173313,1,5000.0,10.75
A00763,215807,2366.3313147000886,7427.308637633193,17366.035222503102,67,QC,Unemployed,38,651,79932.42828336687,0.7025611484769867,11,1,Late <30,1684.722558459498,4051.0538731595866,0.25422909895423296,1,10000.0,8.75
A00764,57186,8897.489902953801,6593.990799053714,2754.6554264688057,33,MB,Unemployed,198,661,36309.86473856921,0.032812552945086226,6,10,On Time,35.742580774896645,8933.232483728698,1.8919047626739613,0,2754.6554264688057,7.75
A00765,106589,91.65550183816484,4068.641075392998,41741.2084780224,79,AB,Unemployed,107,646,96814.88124978871,0.040852939100912034,9,1,Late <30,118.65517343278945,210.31067527095428,0.16465642003714753,1,10000.0,8.75
A00766,42214,2013.991027938874,2619.7556427851755,42630.948139042914,61,MB,Unemployed,267,608,83289.74162698476,0.8963399652155097,6,0,On Time,2239.677723382209,4253.668751321083,1.572728629030853,0,5276.75,9.75
A00767,58959,9590.241759729659,9794.507631128237,32002.805188343442,33,MB,Full-time,352,612,93497.45376918871,0.7496940159715572,14,0,On Time,2102.8344479801426,11693.0762077098,2.575313766521163,0,8106.862500000001,9.75
A00768,145437,6134.018465221711,7972.395750228002,18273.864711928716,97,QC,Part-time,310,752,96078.78560893271,0.828467519882902,20,3,Late <30,2387.9445968038062,8521.963062025518,0.7483800411215891,0,18273.864711928716,6.75
A00769,43853,2616.7136663750643,3017.7922313627646,4763.740354356107,97,MB,Full-time,389,622,26753.950741519984,0.4565853869213141,1,2,Late 30-60,366.4638885297204,2983.1775549047848,0.8554278427114591,0,4763.740354356107,9.75
A00770,148497,669.9109439584761,8475.647962784948,37899.82288583056,91,AB,Part-time,39,696,54671.1084659958,0.4596468618828774,7,3,Late <30,753.8821032616013,1423.7930472200774,0.20693652266065932,1,15000.0,6.75
A00771,85474,281.9134044722216,7589.319486146815,36599.78348688622,23,AB,Full-time,580,695,71848.02696226476,0.534004035551073,16,10,On Time,1151.0140903269505,1432.927494799172,0.35532503442999164,1,16500.0,7.75
A00772,45291,2447.4507963692727,2970.8054987799837,45717.523565206146,47,MB,Unemployed,151,618,84196.48833009847,0.24366204675985048,15,5,Late >60,615.4646602951096,3062.9154566643824,1.1749198287396347,0,2830.6875,11.75
A00773,82314,8814.858195889105,4265.528542416397,36796.06902926275,80,AB,Full-time,186,604,39317.73955315219,0.7335024984885612,12,10,On Time,865.1898059147896,9680.048001803894,1.5721160540391832,0,11000.0,9.75
A00774,97575,4159.136542975095,1859.5344539102664,41606.05216995609,78,MB,Full-time,429,686,93168.38875114307,0.8294544034005605,17,0,On Time,2318.367909221126,6477.504452196221,0.9501227999747768,0,16500.0,7.75
A00775,81879,7203.33369165993,1110.5244437810934,37551.776277295976,87,QC,Unemployed,456,514,37678.106327850765,0.907224092655396,20,7,Late <30,1025.4745747877382,8228.808266447668,1.37110050998667,0,10000.0,9.75
A00776,27364,9182.850353799578,7227.620328396967,31903.672227303505,40,MB,Unemployed,226,879,89294.11212325493,0.5170338483754986,3,7,On Time,1385.0423528507927,10567.892706650371,5.054086920100633,0,6841.0,6.75
A00777,41711,4080.404616028166,2675.118573538666,21921.35331535945,31,ON,Part-time,427,622,61017.006373135206,0.41457650572734184,11,6,Late >60,758.8865187635201,4839.291134791686,1.5814336940142804,0,2606.9375,11.75
A00778,53015,1912.7737103739705,8200.593657462536,45203.74812347161,68,QC,Part-time,203,640,61233.773749615175,0.8309332443449622,10,10,Late 30-60,1526.4353485575934,3439.209058931564,1.0854259743776014,0,6626.875,9.75
A00779,57808,5171.179308569195,9956.08711514426,32897.46002346602,65,AB,Full-time,117,753,49920.44923855929,0.7526657800643747,1,10,Late >60,1127.2024160191274,6298.381724588323,1.512310861879111,0,7948.6,8.75
A00780,81833,9080.836870598545,766.1981392964867,20519.410776329543,47,AB,Full-time,393,663,28280.418513495242,0.8672732197091927,19,3,Late 30-60,735.8054885676744,9816.642359166219,1.5297825594744572,0,16500.0,7.75
A00781,65575,8043.744141377006,4730.351250837003,5089.995463915904,98,QC,Full-time,221,638,47767.205049563054,0.6557310574524087,20,7,Late >60,939.6731963608804,8983.417337737887,1.671878100188553,0,4508.28125,11.75
A00782,30774,658.2984336315378,8020.62559310803,15244.537939314723,35,ON,Unemployed,62,546,54138.93719859784,0.8833133034728666,15,8,Late 30-60,1434.6493039021057,2092.9477375336437,0.9944565707596356,0,3846.75,9.75
A00783,72562,6925.728000775818,7889.508965412335,27642.610006678075,38,QC,Part-time,395,690,58321.68452423765,0.08904166604532127,12,4,Late <30,155.79179869823253,7081.519799474051,1.3082546952412106,0,15000.0,7.75
A00784,81421,5718.975224589538,7599.971583309685,14506.133130793532,96,BC,Full-time,4,625,79127.62323281067,0.6795615776854959,3,5,Late 30-60,1613.1627744777693,7332.137999067307,1.1447644209220393,0,10000.0,9.75
A00785,79379,9074.631763464255,3489.9493530191094,11840.532047977204,24,ON,Part-time,333,888,48165.608837204694,0.08879508848722184,1,9,Late <30,128.30608496221515,9202.937848426469,1.4449394136785476,0,11840.532047977204,6.75
A00786,103000,1224.8141685029723,4538.532556850523,26842.28219030451,40,QC,Part-time,291,659,52527.428825118914,0.7489076432935146,17,7,Late >60,1180.145787890629,2404.9599563936013,0.3740071948080858,1,5000.0,11.75
A00787,91040,5340.361132046566,5949.683573414703,9321.196948890994,27,BC,Unemployed,507,453,92487.88818576955,0.6284438701329399,0,4,On Time,1743.703391756629,7084.064523803195,0.9706107775399725,0,4552.0,11.75
A00788,75485,8794.626935118924,9739.405835732572,40220.09310293007,50,MB,Unemployed,144,775,80205.38357068764,0.015992021581576532,5,3,Late <30,38.47938675063182,8833.106321869556,1.5960324485591773,0,18871.25,6.75
A00789,57931,4100.23786741743,3275.4727093849287,24734.03941579024,51,ON,Full-time,158,579,21828.461560303323,0.5992609860734446,19,7,Late 30-60,392.4283619728095,4492.666229390239,1.084328752177027,0,7965.512500000001,9.75
A00790,26150,4819.949177328671,9231.438877168577,29119.27592416986,95,MB,Full-time,10,690,84967.10061784301,0.14627980855867384,19,2,Late <30,372.8691363649096,5192.81831369358,2.7838148794273088,0,6537.5,7.75
A00791,74377,704.6067766695829,2693.5691818049413,8221.780112270078,88,BC,Full-time,68,820,99195.51394802875,0.1424114197790698,18,5,Late <30,423.79721931159884,1128.4039959811817,0.22185203479827645,0,8221.780112270078,5.75
A00792,66565,2781.436404489108,9890.744654737045,16904.240445839,67,AB,Full-time,543,649,95181.41930942575,0.1504630116566178,9,8,Late <30,429.63849009142655,3211.0748945805344,0.6702985847738069,0,9152.6875,9.75
A00793,68726,3245.0664916894734,6702.636868275918,21094.394479796494,48,AB,Full-time,201,659,86876.47195968717,0.4838236022468424,8,5,Late <30,1260.9866284209793,4506.053120110453,0.8972822433147887,0,9449.825,9.75
A00794,31689,9451.22448744887,4635.114803585509,40602.42869530864,34,AB,Part-time,265,773,70333.89978698138,0.11552025403187505,16,8,On Time,243.7496991133359,9694.974186562205,4.1325559206367375,0,7922.25,6.75
A00795,34946,2826.6736054115904,6133.9042806360485,38737.816631221474,83,MB,Part-time,107,822,42255.36977322088,0.12565574845272776,14,7,Late <30,159.28890345002517,2985.962508861616,1.4244023377090118,0,8736.5,6.75
A00796,101587,4608.68735269652,2725.311690402068,11925.896264596387,100,ON,Unemployed,53,666,72354.4489104077,0.2561679861338765,1,8,Late >60,556.0468039561677,5164.7341566526875,0.6523485538020313,0,7500.0,9.75
A00797,58825,6713.0442356427975,2741.738575114666,31192.774998743378,32,MB,Unemployed,337,882,75647.39767006916,0.0008582238277602405,16,9,Late <30,1.9476719756552354,6714.991907618452,1.5607191141686196,0,14706.25,6.75
A00798,84360,1621.833724078774,1135.5454384349384,12929.361530827882,74,MB,Part-time,189,506,42524.65288245364,0.27578976695736623,6,8,Late <30,351.83592325184344,1973.6696473306174,0.33592467898370615,1,10000.0,9.75
A00799,60855,4864.423871418745,1140.5029770539877,49424.110628822025,55,AB,Unemployed,238,589,40426.36995267517,0.6184077668020328,15,7,On Time,749.9994348703997,5614.423306289144,1.39948664040499,0,7606.875,9.75
