applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed
A00734,25611,1829.229259620847,3230.435846186024,42655.82453474948,35,BC,Full-time,281
A00735,100375,3650.475666926015,4637.805973609228,18345.78290768867,49,MB,Unemployed,420
A00736,75993,4324.37166716503,4150.781290077991,28163.83800059208,53,QC,Unemployed,363
A00737,68194,6231.724245321872,1490.9567867143392,31154.878193960765,45,QC,Part-time,210
A00738,98070,744.2841843851567,9578.193238132591,16757.61307776079,50,AB,Full-time,507
A00739,137976,5036.917612374446,4043.124312197588,28942.158122422577,35,AB,Unemployed,75
A00740,99636,1826.251302531011,8753.29082637908,12596.113594505978,29,AB,Unemployed,322
A00741,23900,5739.751750317419,1893.5622768066507,8025.4078823437385,19,MB,Unemployed,451
A00742,31644,6374.046122611835,5478.708106372198,19324.542704589298,100,QC,Unemployed,17
A00743,43900,5567.092565528538,239.6138512426982,37225.191808575415,67,ON,Full-time,290
A00744,60787,7382.955104783076,7642.204838423086,45893.17025562049,59,AB,Unemployed,197
A00745,77724,3356.092442409013,5809.138982462784,23427.988523413394,38,BC,Unemployed,161
A00746,41740,7651.0659163313085,6255.895834697527,32498.360725496153,89,ON,Full-time,416
A00747,65872,4327.670817081937,517.2088255465346,6048.819417779923,55,ON,Part-time,383
A00748,41126,4841.8449832259685,2110.383302086154,45318.72416906411,34,AB,Part-time,199
A00749,44193,6481.021272610714,743.3087235358016,28861.606464926786,57,BC,Unemployed,497
A00750,29696,183.5838399922396,2889.1431580381177,39236.5741336327,63,AB,Part-time,42
A00751,37815,6539.942214202483,6274.39007682151,39927.618845148296,82,AB,Full-time,81
A00752,30523,6185.851490721154,5661.859843173752,13567.54579203719,65,BC,Unemployed,538
A00753,36833,3098.471167532799,6121.498216133903,26929.548205910625,41,ON,Full-time,303
A00754,101612,857.9428489948948,5492.512713778943,48063.50782648789,50,ON,Part-time,580
A00755,37324,909.3544991304115,2730.2879567585937,5392.092696220561,67,BC,Part-time,198
A00756,223751,9232.237469852285,2445.0749734442525,34469.44500344861,99,ON,Unemployed,405
A00757,76784,6892.793212258372,1370.5968353658127,48150.93982372343,37,MB,Part-time,426
A00758,65809,1271.026137707404,8490.70874903492,15728.278294647085,96,AB,Unemployed,460
A00759,39062,3567.2316930890634,6164.793585412444,43210.948148813055,85,MB,Unemployed,479
A00760,85157,5924.829939015965,1865.1101250405977,46749.21972500531,57,MB,Full-time,123
A00761,44993,8355.717050906487,1772.0937982123953,37607.224260346426,78,MB,Part-time,527
A00762,63774,436.6092871300853,8730.356015261366,12335.087303040955,29,QC,Part-time,525
A00763,215807,2366.3313147000886,7427.308637633193,17366.035222503102,67,QC,Unemployed,38
A00764,57186,8897.489902953801,6593.990799053714,2754.6554264688057,33,MB,Unemployed,198
A00765,106589,91.65550183816484,4068.641075392998,41741.2084780224,79,AB,Unemployed,107
A00766,42214,2013.991027938874,2619.7556427851755,42630.948139042914,61,MB,Unemployed,267
A00767,58959,9590.241759729659,9794.507631128237,32002.805188343442,33,MB,Full-time,352
A00768,145437,6134.018465221711,7972.395750228002,18273.864711928716,97,QC,Part-time,310
A00769,43853,2616.7136663750643,3017.7922313627646,4763.740354356107,97,MB,Full-time,389
A00770,148497,669.9109439584761,8475.647962784948,37899.82288583056,91,AB,Part-time,39
A00771,85474,281.9134044722216,7589.319486146815,36599.78348688622,23,AB,Full-time,580
A00772,45291,2447.4507963692727,2970.8054987799837,45717.523565206146,47,MB,Unemployed,151
A00773,82314,8814.858195889105,4265.528542416397,36796.06902926275,80,AB,Full-time,186
A00774,97575,4159.136542975095,1859.5344539102664,41606.05216995609,78,MB,Full-time,429
A00775,81879,7203.33369165993,1110.5244437810934,37551.776277295976,87,QC,Unemployed,456
A00776,27364,9182.850353799578,7227.620328396967,31903.672227303505,40,MB,Unemployed,226
A00777,41711,4080.404616028166,2675.118573538666,21921.35331535945,31,ON,Part-time,427
A00778,53015,1912.7737103739705,8200.593657462536,45203.74812347161,68,QC,Part-time,203
A00779,57808,5171.179308569195,9956.08711514426,32897.46002346602,65,AB,Full-time,117
A00780,81833,9080.836870598545,766.1981392964867,20519.410776329543,47,AB,Full-time,393
A00781,65575,8043.744141377006,4730.351250837003,5089.995463915904,98,QC,Full-time,221
A00782,30774,658.2984336315378,8020.62559310803,15244.537939314723,35,ON,Unemployed,62
A00783,72562,6925.728000775818,7889.508965412335,27642.610006678075,38,QC,Part-time,395
A00784,81421,5718.975224589538,7599.971583309685,14506.133130793532,96,BC,Full-time,4
A00785,79379,9074.631763464255,3489.9493530191094,11840.532047977204,24,ON,Part-time,333
A00786,103000,1224.8141685029723,4538.532556850523,26842.28219030451,40,QC,Part-time,291
A00787,91040,5340.361132046566,5949.683573414703,9321.196948890994,27,BC,Unemployed,507
A00788,75485,8794.626935118924,9739.405835732572,40220.09310293007,50,MB,Unemployed,144
A00789,57931,4100.23786741743,3275.4727093849287,24734.03941579024,51,ON,Full-time,158
A00790,26150,4819.949177328671,9231.438877168577,29119.27592416986,95,MB,Full-time,10
A00791,74377,704.6067766695829,2693.5691818049413,8221.780112270078,88,BC,Full-time,68
A00792,66565,2781.436404489108,9890.744654737045,16904.240445839,67,AB,Full-time,543
A00793,68726,3245.0664916894734,6702.636868275918,21094.394479796494,48,AB,Full-time,201
A00794,31689,9451.22448744887,4635.114803585509,40602.42869530864,34,AB,Part-time,265
A00795,34946,2826.6736054115904,6133.9042806360485,38737.816631221474,83,MB,Part-time,107
A00796,101587,4608.68735269652,2725.311690402068,11925.896264596387,100,ON,Unemployed,53
A00797,58825,6713.0442356427975,2741.738575114666,31192.774998743378,32,MB,Unemployed,337
A00798,84360,1621.833724078774,1135.5454384349384,12929.361530827882,74,MB,Part-time,189
A00799,60855,4864.423871418745,1140.5029770539877,49424.110628822025,55,AB,Unemployed,238
A00800,60899,7385.390394759076,3476.7174146891134,47654.07002841266,67,MB,Unemployed,342
A00801,95917,8668.55213027066,7628.554778963717,28599.971305510404,96,BC,Full-time,290
A00802,46354,6262.592746624267,6079.711675981625,35246.226022813,68,QC,Unemployed,322
A00803,62954,6690.535153169479,1025.8456033102082,40270.08872822361,54,QC,Unemployed,320
A00804,47617,1262.8347258456895,8522.36524975911,36328.92258220029,70,QC,Unemployed,41
A00805,48283,9457.764972463472,6013.676269900664,35291.605863038625,41,AB,Part-time,197
A00806,51406,1325.7407748448236,9608.555767847798,47969.146389526875,84,AB,Part-time,283
A00807,67048,7746.729371817983,6701.854674112075,30226.34920905688,89,QC,Full-time,181
A00808,47227,2648.163217783188,1751.74863704181,32178.830919133725,63,ON,Unemployed,10
A00809,112417,9335.931437012516,4737.833623078222,42614.168771470875,46,QC,Part-time,441
A00810,38360,7199.595393694795,6484.975975472042,33824.65252506193,38,MB,Full-time,423
A00811,54647,7538.1371297836895,282.6470104997769,36913.698478858605,67,QC,Unemployed,499
A00812,48157,2190.5917305988332,149.10264154807896,12474.26562363548,75,QC,Full-time,387
A00813,123696,4430.399766351608,1294.030005985679,19192.079281638475,100,ON,Full-time,575
A00814,66196,6178.131945892864,2516.6443504547074,8217.765939882758,77,AB,Unemployed,453
A00815,100510,7699.736182066009,4295.491235206755,25782.506674405467,44,AB,Part-time,594
A00816,28547,1039.5937591238958,4874.4047375978835,23330.64263333207,37,MB,Unemployed,1
A00817,68570,9623.653164545283,1380.2760893789678,49860.97789969339,31,QC,Unemployed,241
A00818,93612,8902.20670554556,6733.915791158308,30949.22398796158,92,BC,Unemployed,59
A00819,62520,2703.4859049558436,5961.380616965348,39535.79633652674,80,MB,Part-time,367
A00820,102215,8227.602430323319,2944.640988411602,17366.718867125055,32,AB,Unemployed,39
A00821,46325,5183.239230398234,136.59883435292008,41745.72123579703,91,ON,Part-time,314
A00822,121391,4618.064815620187,776.4791535329074,31139.163357896487,29,AB,Full-time,556
A00823,189387,3144.3410581140542,3916.947755108394,35152.62424832348,85,AB,Part-time,297
A00824,50045,5809.685866315925,1539.7435116568392,15427.108119523265,30,ON,Full-time,449
A00825,48018,7298.891177035977,3768.1960614797085,27883.28119308328,53,QC,Full-time,394
A00826,124093,4109.329049627582,6281.826045103551,32067.811697266825,57,QC,Unemployed,561
A00827,132175,6292.191930082921,5472.374278792835,29865.63911501247,50,AB,Part-time,87
A00828,46196,6993.129211553038,2311.7588313739425,45844.49185980376,32,MB,Full-time,532
A00829,48630,7111.218170152859,3438.224912587524,45015.36056013512,83,BC,Full-time,387
A00830,52114,519.6609813118025,6140.311984486506,48578.21883596666,45,MB,Part-time,380
A00831,30634,8597.478056850669,8608.550280434487,33703.97229434248,78,MB,Part-time,554
A00832,37902,4582.53314765048,7532.134387388773,48623.79237615855,61,AB,Full-time,430
A00833,36316,2624.1608169621445,5534.000268334149,41791.42200156354,83,AB,Full-time,534
A00834,40872,2417.645074796816,3622.929983164862,14270.774876658004,73,BC,Part-time,215
A00835,58968,4830.141128439504,3650.5127754180544,21944.347808013557,99,BC,Part-time,276
A00836,67454,8868.315394689593,8794.173102643961,12681.22966726148,53,BC,Full-time,193
A00837,130268,3783.4758168264693,392.435760405464,1205.6608806976951,50,AB,Unemployed,178
A00838,36421,7497.257467835433,9879.82644420261,10214.388904198522,37,AB,Part-time,142
A00839,98150,968.187309872186,6643.754108515623,1198.9687280569076,57,MB,Full-time,537
A00840,53911,4760.567021510617,6811.376990723905,36272.08460617401,38,AB,Full-time,217
A00841,58534,9916.861403927356,379.97837304742154,21851.18058833878,46,QC,Unemployed,510
A00842,84078,7704.37802792337,6055.292748912721,16316.161626815056,21,QC,Part-time,58
A00843,34225,2105.28488440613,4847.78060090447,38324.32366366421,50,BC,Full-time,345
A00844,72642,5014.414736979107,1057.78906894067,41791.85195636261,76,AB,Unemployed,556
A00845,65207,2336.2476364856657,2779.2201076935908,48789.67739384412,72,QC,Part-time,418
A00846,76751,4095.6092726250927,8903.144562136513,32458.665649086815,60,MB,Unemployed,223
A00847,69333,7800.840237349647,5499.884158659529,23614.918968462534,33,ON,Full-time,349
A00848,204791,7712.248152904037,4134.165751739088,15957.95077876436,80,MB,Unemployed,76
A00849,43618,2281.003779023851,726.8215584081095,11893.592251497088,49,ON,Full-time,598
A00850,46009,9222.233181548601,7141.215274023056,11433.371573647459,79,MB,Full-time,207
A00851,43937,5925.681827648268,7028.508233960326,21050.27936127014,44,QC,Unemployed,158
A00852,45449,3799.2429096201454,6140.436069725635,49597.53140910856,87,AB,Unemployed,523
A00853,43625,5019.355807808606,5102.626462206492,1041.83117443276,75,ON,Full-time,224
A00854,108728,6050.712534377437,4337.844022073727,10663.088964319038,38,AB,Unemployed,357
A00855,122070,5598.905318457854,5932.710929879923,10231.256137775117,84,AB,Part-time,383
A00856,45104,4864.050355361782,2333.954517284067,36138.854791082325,39,QC,Part-time,543
A00857,39573,5049.328040894001,9412.590641776476,18271.75165230503,78,BC,Unemployed,565
A00858,75948,1764.1191042788619,5887.945291802295,23405.77942499921,81,BC,Unemployed,503
A00859,45523,8127.329043046794,3111.9244435437654,8282.582393025343,69,ON,Part-time,449
A00860,82336,5417.603199410154,4496.7985088515725,20844.854904970438,57,QC,Full-time,241
A00861,66407,1310.798617047031,8056.847888768923,6056.790783385966,29,AB,Full-time,368
A00862,28119,7661.57101582778,1616.1606073029743,27119.121106540573,75,MB,Part-time,470
A00863,130073,9324.439783773509,2928.356224602604,5798.979903759941,21,MB,Full-time,287
A00864,147272,9473.06899236962,6795.0802273655545,39734.91067748466,55,ON,Unemployed,398
A00865,44165,3690.1773241117276,3154.892064822239,28763.484159483985,43,ON,Unemployed,103
A00866,49426,1355.1687356075404,7925.016818614659,36474.42581490233,39,ON,Part-time,310
A00867,69219,5183.996266330651,1304.5348717736083,21507.302945981508,98,QC,Part-time,126
A00868,70921,1126.0922934922069,7626.861704546085,19693.073368869136,60,MB,Part-time,39
A00869,83397,9339.874185126173,683.5171485056624,5812.235563394316,19,QC,Part-time,71
A00870,163931,1835.79627355146,125.92612667494785,26668.92474509831,41,QC,Full-time,246
A00871,54919,2527.6585995116407,8982.235188321622,26210.60607799751,42,AB,Full-time,246
A00872,40253,4066.365268849704,5813.392169322986,23937.000178030663,65,QC,Full-time,311
A00873,30104,3831.6446855912577,3518.2689708681146,37285.399869440014,25,QC,Unemployed,33
A00874,41632,7946.62892397889,2325.946369638504,41792.71560158537,56,AB,Unemployed,128
A00875,59014,4563.1682055096235,6168.8578326081615,37788.6940724769,65,BC,Part-time,9
A00876,147175,1707.682600033369,5090.021835367382,8049.421397535348,53,AB,Part-time,167
A00877,46318,2672.098954860741,9915.977755299851,31480.915954823296,96,ON,Full-time,215
A00878,67103,5091.13385187522,9832.159866537457,4935.8321787871355,80,BC,Full-time,407
A00879,59509,1474.539174261349,6350.2456614160965,35036.49208458335,91,MB,Full-time,525
A00880,108694,6116.556756460141,4428.705061058905,19710.115731495207,21,QC,Part-time,17
A00881,212259,5657.473065511459,4911.409691346621,7492.4488570480435,38,BC,Full-time,339
A00882,46012,7147.023163822577,6824.790662368619,43240.49199183026,62,MB,Part-time,567
A00883,46975,9377.046153793677,1015.7454423538137,31086.40861290793,50,AB,Part-time,89
A00884,101131,9122.545611011557,3283.520738107182,18381.52342942885,44,AB,Unemployed,284
A00885,84376,9460.756180688313,752.7224100360386,2505.631802874477,66,ON,Unemployed,533
A00886,151063,2447.1559702370096,733.6075951691956,27328.202691176914,23,ON,Part-time,266
A00887,80343,1315.6530663935462,1958.3924189423374,46238.0680458254,77,BC,Full-time,432
A00888,50133,3022.767004964485,4852.5325459322685,30222.61180241592,79,QC,Part-time,51
A00889,80613,8950.851727663146,7847.743211627893,48610.87962635516,67,AB,Part-time,66
A00890,104448,9720.534746234882,4854.958911658726,7686.104795252468,48,BC,Part-time,596
A00891,90430,8593.24951070476,3354.7661056086977,28846.950125147006,35,BC,Part-time,249
A00892,77322,1100.177211275436,823.5299033675814,40108.127352315045,88,BC,Unemployed,330
A00893,102276,9474.279980597932,5502.955231831295,26751.495825160095,76,ON,Unemployed,414
A00894,107661,4233.58027350786,2712.6858648317675,5462.251443386157,81,AB,Part-time,122
A00895,119752,93.1029076235368,6149.341779171475,29561.414075813667,79,ON,Unemployed,201
A00896,82988,4423.937407481936,9771.877391324182,30975.157386281113,81,ON,Unemployed,5
A00897,55190,460.69169675467595,1113.1432147755015,36706.75317529227,33,BC,Full-time,485
A00898,64566,5438.779211611176,2121.2539872193993,38299.36424310822,19,MB,Unemployed,198
A00899,109683,3385.540274370513,4730.945380993748,38767.86172231975,31,MB,Unemployed,12
A00900,39880,4734.349335940487,9686.138153459295,33508.775288309334,66,MB,Part-time,5
A00901,72145,6131.70360743117,7718.097762699956,11574.74813451425,52,BC,Unemployed,410
A00902,49287,8688.010958178204,8982.2919316283,20807.55203613449,48,QC,Unemployed,120
A00903,60868,6619.015764719286,3337.148484757929,39030.36865810554,37,AB,Unemployed,556
A00904,113700,4340.488684781807,9920.384737785946,47717.92218663985,82,BC,Part-time,361
A00905,66015,8194.27853670365,1028.328160641574,4868.401276994478,84,BC,Part-time,537
A00906,61409,9055.821375731322,529.7290604610083,27241.297212062545,75,ON,Unemployed,3
A00907,30399,1197.599664321972,8556.026270540282,16313.591294891015,62,MB,Part-time,283
A00908,87136,5319.3297755279145,9272.648702069862,12044.30082152466,30,BC,Part-time,358
A00909,82854,2845.1195974244415,905.8535754610175,25784.723492466037,58,QC,Full-time,281
A00910,176968,470.61197876947404,1134.274267458415,30698.3776872703,42,AB,Unemployed,348
A00911,51442,6685.466951139853,331.74157755773814,1478.839339554581,29,QC,Full-time,29
A00912,66948,8627.707774592256,1045.0756264272409,39230.12203785835,84,BC,Unemployed,516
A00913,67967,1629.0265447739405,2094.198168002809,41174.22443171294,19,BC,Unemployed,373
A00914,132035,8124.136576239005,9700.76618910001,48310.03040382872,76,ON,Full-time,123
A00915,57208,8533.957335369416,6678.602222396805,9851.542928010052,46,QC,Full-time,445
A00916,68982,9143.404426664834,7785.530255185421,30133.075555686453,86,ON,Unemployed,393
A00917,81311,2652.850890860524,7761.3940369152215,21904.64330034333,77,QC,Full-time,55
A00918,65867,9039.530651898893,5350.737497792146,17406.564726212182,89,MB,Full-time,131
A00919,47996,3206.6275473643223,7974.889777130172,28716.039120437727,40,MB,Part-time,121
A00920,66114,5523.380134555028,5958.075323899697,39336.77156795396,47,QC,Unemployed,201
A00921,102633,505.0747083228213,3145.460976033576,2129.5863888152953,92,ON,Part-time,264
A00922,35912,438.81088368743605,5611.101087684007,48500.60551574315,96,MB,Unemployed,557
A00923,64124,7203.732127322029,5335.085861345135,40684.197699579825,87,BC,Part-time,39
A00924,42278,4444.799779777911,8234.530537593206,37806.53147863334,63,AB,Unemployed,578
A00925,109056,2562.9237536921755,9817.272173816591,38258.98172684467,88,ON,Part-time,112
A00926,28015,1904.134960249102,4110.425654209305,20063.974771313977,35,QC,Unemployed,338
A00927,45371,6699.534908592181,7633.906784413597,37829.406991395874,97,AB,Part-time,61
A00928,72453,4.015440253398728,997.6300403813354,19951.740221544926,57,AB,Full-time,226
A00929,131250,8058.911691968542,7768.313694482886,45036.63464916486,58,BC,Unemployed,173
A00930,58059,792.4960612992882,3714.1691199323213,9683.896782017013,46,ON,Full-time,133
A00931,45455,1914.8961490811944,393.90162889686667,15325.023786542422,20,AB,Part-time,284
A00932,153687,3862.363952990896,3632.4617856217724,28015.53959225473,100,ON,Unemployed,107
A00933,29088,4848.587397161036,6106.427509216448,16641.340758476355,45,BC,Part-time,142
A00934,19984,3549.951158139418,1192.5016768146656,21787.625019468396,39,QC,Part-time,568
A00935,74765,3207.121649842939,9240.344924302546,25128.71178053114,25,AB,Full-time,293
A00936,46680,9639.160120731884,776.7241327283858,42961.314091861925,79,AB,Unemployed,276
A00937,36007,6415.796812433942,9300.067198331662,26636.42042682595,70,AB,Part-time,491
A00938,85500,234.3295536738821,7071.3751793568645,18760.532582113465,66,ON,Full-time,562
A00939,67778,4301.7590844431315,3297.121754142036,13139.072037720673,37,AB,Full-time,470
A00940,45254,8750.086997439703,3907.5034770909324,21025.12296081766,91,ON,Full-time,275
A00941,31632,3014.5618641066794,7408.093647327441,26271.069116304127,30,MB,Full-time,233
A00942,92811,945.5634477438823,6014.7110088120735,37559.62800295858,89,MB,Part-time,241
A00943,83050,7583.847715899178,6716.429214549452,6931.390032444595,20,ON,Part-time,257
A00944,57097,6060.138319360813,3891.6461651348,11858.850223718393,35,MB,Part-time,31
A00945,151057,5703.125078265039,4878.13481807599,19603.04677756499,93,BC,Unemployed,366
A00946,35138,535.7655960740792,9898.674840378933,18659.521850856214,94,BC,Unemployed,347
A00947,27982,1404.9900979551733,2139.228704997177,20195.656292655374,21,MB,Full-time,131
A00948,42452,6225.493962131138,4178.561865221314,39882.5419673759,39,QC,Part-time,367
A00949,58647,2078.238414588358,2918.231875739673,16883.565745146483,96,ON,Full-time,264
A00950,67762,5040.700797484244,7651.115104398498,25593.010839730567,97,MB,Part-time,214
A00951,53182,5448.816860293935,7640.126256657207,31571.444610036928,69,ON,Unemployed,214
A00952,71548,2835.071902709394,2924.4546099739587,12376.74895899665,28,MB,Full-time,281
A00953,32090,9484.251555414929,813.9031663298291,36216.07397022941,73,BC,Part-time,529
A00954,123498,8424.641068355751,114.32676672204045,27808.454667175767,54,QC,Part-time,1
A00955,57585,7223.735076327985,4274.505332424855,22892.276988537524,69,ON,Part-time,512
A00956,104898,779.9386640940909,4103.375943357709,40679.41731017738,92,QC,Full-time,463
A00957,71215,1061.3001930901944,9883.89878639863,12931.267700073919,35,BC,Unemployed,446
A00958,75393,4927.813458649557,4698.020756976796,44275.62256010184,79,AB,Part-time,362
A00959,79776,1607.1334919098567,2564.1836957542064,28491.388032968483,93,AB,Full-time,215
A00960,75053,9782.65463529474,8912.294410314675,30849.56908960325,31,ON,Part-time,163
A00961,82740,1585.2023402740945,4910.679496535785,43877.889244278194,83,BC,Full-time,586
A00962,116620,4874.67835463974,5991.756352105778,41061.551704617465,98,ON,Unemployed,537
A00963,66195,3641.2105684150542,956.6871042821268,30476.541372273117,92,ON,Part-time,510
A00964,85528,6393.864214540979,3829.1640732977407,37906.19748856053,66,ON,Full-time,220
A00965,57367,1290.364088894249,9442.236744737867,22232.655021411945,88,QC,Part-time,554
A00966,123273,4303.164280423909,5895.053841754254,27821.509921487566,65,MB,Full-time,282
A00967,42783,2747.0503280714365,3445.018551424617,4041.4366987170456,28,BC,Unemployed,70
A00968,147645,8877.515246716881,6256.671806315931,5403.0379820022945,75,QC,Unemployed,373
A00969,58807,405.85712134695086,9104.110895781161,41641.84480513027,98,MB,Full-time,258
A00970,29340,9137.274940064592,2739.9060047259004,3923.9111284423366,31,ON,Unemployed,444
A00971,63968,8329.941385530004,5051.167184706744,9300.557155997756,79,AB,Part-time,200
A00972,42683,2975.7071644081543,9586.906539117554,39995.800288571634,76,QC,Unemployed,379
A00973,91347,7892.906546771047,1723.9614329845265,1056.151580784558,86,BC,Part-time,592
A00974,43294,312.1356033874756,7196.639255967116,14837.812113447351,47,BC,Unemployed,414
A00975,48002,9668.655502933936,6144.810082029823,29617.894233504467,34,MB,Unemployed,64
A00976,23326,5265.949425897893,6796.751311406349,30177.046641995534,81,QC,Part-time,377
A00977,47855,3032.8102606544526,3512.1963066756966,39080.492503244204,65,ON,Unemployed,101
A00978,17857,3625.8321259467707,3138.7937348376495,25790.38647011635,61,MB,Part-time,41
A00979,27177,664.0535346049736,6842.096705883705,25960.691607017547,41,BC,Part-time,195
A00980,87755,9893.495140420391,2155.4328510454534,36540.218201494325,48,QC,Unemployed,359
A00981,88876,392.91945150692453,4196.547448590051,25432.598700047893,75,AB,Unemployed,98
A00982,74222,6549.071231478591,1881.74646052918,30816.063241617227,48,ON,Part-time,387
A00983,36997,4427.359277064583,83.04841123329743,44990.9293444975,85,BC,Full-time,64
A00984,58585,9489.16218188715,9700.573600380694,20671.099373006226,74,QC,Unemployed,296
A00985,59892,2459.997403067952,4317.0297865641905,19871.12847504189,42,AB,Unemployed,426
A00986,33621,5320.868239380114,9693.496144198252,1173.9006013737942,95,BC,Full-time,222
A00987,127236,4823.56208582753,1403.2351976782609,31057.886814540365,94,AB,Full-time,148
A00988,93039,7028.664440501014,5873.667794574861,2458.8234629494673,26,BC,Unemployed,508
A00989,53724,680.1023195242051,2009.740327912396,25703.2759966875,62,MB,Unemployed,441
A00990,60812,1937.8913002335485,7900.741269632747,40407.45566257911,98,MB,Unemployed,413
A00991,66588,2145.648200928498,7837.029887609752,27946.132455463492,52,MB,Full-time,115
A00992,21616,7381.5075484168965,1126.071490393118,14212.172095617123,53,QC,Unemployed,452
A00993,53024,1891.3869632674007,9120.64452876389,39522.25265101919,68,MB,Full-time,319
A00994,42663,5734.9176389097665,1946.2964720322461,14216.133200044404,35,QC,Full-time,450
A00995,36362,2152.438205009537,6129.773415893604,36918.55726634904,20,ON,Part-time,78
A00996,52132,8616.249500839784,9856.33620087704,30902.66430432133,72,MB,Full-time,356
A00997,147405,9421.854544896385,8823.965347663638,9329.818540652059,62,QC,Part-time,118
A00998,82662,5184.929749422405,9565.63928561169,45351.559867365104,99,BC,Full-time,585
A00999,45094,3523.0888420917827,3425.987712181194,10831.54046490259,67,QC,Full-time,520
A01000,79888,2340.5777501749913,1055.7564221946336,49489.766632892824,20,QC,Part-time,278
A01001,120786,497.81001523043767,1883.468732894501,1358.2139440920978,90,BC,Part-time,565
A01002,95264,2685.000761974954,5004.948950766138,13910.685480002248,88,QC,Part-time,44
A01003,61815,6542.357799453179,7932.296782733221,10793.154566435744,27,BC,Part-time,224
A01004,43418,5336.1693130921085,1501.5364418387521,1685.6770983526687,19,AB,Part-time,527
A01005,85068,9440.412782809275,6597.315322607571,36886.02710721846,87,MB,Part-time,240
A01006,73045,3962.772624917006,3235.7760403951183,34977.86430288022,27,ON,Part-time,481
A01007,93872,6938.633423283945,3412.020723921535,39825.19725339159,32,QC,Full-time,94
A01008,82428,4893.227474751214,6619.177301579263,13578.228776763697,45,BC,Full-time,364
A01009,101404,5125.7621592421165,4669.994195332202,22772.423187065528,27,MB,Part-time,184
A01010,45912,2677.743146041175,8120.3329302599395,33296.56255945582,54,QC,Unemployed,135
A01011,115936,4549.507768419997,1559.1850966282705,22548.656690519038,97,MB,Part-time,24
A01012,66230,4707.849970127073,7899.482697670384,35168.962745577875,21,AB,Unemployed,317
A01013,169351,7066.425217489339,642.3524805742087,32064.697013581666,41,QC,Full-time,332
A01014,42510,9406.399991861139,1940.53880245605,6617.742348086647,91,BC,Full-time,561
A01015,142925,3293.2127748250427,6561.497145031654,39271.11293277144,48,AB,Unemployed,99
A01016,66241,422.00468581298446,8549.256565110712,36313.141595533394,37,QC,Full-time,369
A01017,43320,4962.951255006397,2526.7962773934905,33135.88499325286,85,MB,Part-time,592
A01018,47106,5444.613321491686,3271.9160582891295,8599.586707279115,68,AB,Unemployed,11
A01019,51119,1684.4055113191525,5371.207482867399,14131.825990972819,66,BC,Unemployed,76
A01020,74175,7604.6460627606675,2115.728064893023,20265.67454779242,21,QC,Full-time,586
A01021,77926,9849.291084414916,8111.5626158750565,14716.551461165727,84,MB,Unemployed,347
A01022,45037,9457.747170084609,7736.366450057608,12162.704243130442,45,MB,Unemployed,442
A01023,59273,1971.060388236522,1452.917119657816,40462.52583792701,58,AB,Unemployed,87
A01024,175121,8753.632399007607,4638.297318166321,32273.380071649917,36,QC,Full-time,464
A01025,142325,7044.9363641168475,7748.277666546214,28708.134445962267,45,MB,Unemployed,493
A01026,74627,4538.465638069116,3373.2953110341477,12071.68283180944,29,AB,Unemployed,221
A01027,61151,5406.10994324729,6331.068227177317,45985.75155116343,57,ON,Part-time,514
A01028,63711,8496.001749824582,502.1312145757273,10367.968915768497,37,MB,Part-time,117
A01029,81540,4801.349396383732,6086.88760529318,39952.59570840918,25,AB,Unemployed,135
A01030,35979,3732.0736910512687,1526.52980000607,48366.96066855936,75,ON,Full-time,186
A01031,52754,4932.474930259858,8305.833251144513,36627.54373198757,20,AB,Unemployed,541
A01032,26050,5791.298040350491,3554.4946358047846,49650.07998404685,56,MB,Full-time,578
A01033,73255,1890.7765377834885,2815.5386272819574,32901.50473191938,23,ON,Part-time,310
A01034,82925,9009.077302669906,8408.88976711485,11655.556836590855,96,AB,Part-time,378
A01035,47122,6741.869488296138,501.44023071810204,10987.155192109054,100,QC,Unemployed,411
A01036,131806,6332.689173374889,3966.087993343448,16903.649928518338,54,ON,Full-time,420
A01037,32507,994.9622618063813,3700.0354057503137,1349.370990829297,86,AB,Full-time,216
A01038,28851,6041.739381725918,2848.0037424955085,34403.225034058894,95,QC,Full-time,70
A01039,67125,1209.6066223849234,9117.54332001477,14164.721446763551,75,ON,Unemployed,109
A01040,101280,786.9767519539905,7509.283935167223,40943.97838234489,38,AB,Full-time,284
A01041,139255,5273.108956423933,639.2316419193877,18599.459877405712,23,MB,Part-time,568
A01042,47698,4027.8553404649497,7146.874494349541,24517.868179702324,42,ON,Full-time,297
A01043,102892,5888.102701562232,5272.99133128794,48318.75691145809,48,ON,Full-time,498
A01044,58855,892.2216805723859,9008.678944015792,12866.434029316577,46,QC,Unemployed,560
A01045,55038,4309.830628472584,3129.4561734835847,36341.45077405724,71,AB,Unemployed,529
A01046,93333,1747.8671504515796,5741.619996095829,38000.77167596544,69,MB,Unemployed,197
A01047,83138,9871.000859241165,5007.55274740986,11828.909718658124,25,QC,Unemployed,506
A01048,27279,5611.502124351744,4895.609062276058,25548.844993997587,60,ON,Unemployed,488
A01049,125538,6874.368609408673,4561.053995172127,18159.89434033545,53,QC,Full-time,26
A01050,119628,3254.182806826078,2056.2947553228128,38823.40592660437,52,QC,Full-time,117
A01051,43884,947.3891477934416,7557.099224923928,31501.682632422835,91,QC,Unemployed,53
