applicant_id,self_reported_expenses,annual_income,self_reported_debt,requested_amount,age,province,employment_status,months_employed,credit_score,total_credit_limit,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,estimated_debt,DTI,approved_amount,interest_rate,approved
APP00624,9559.800588260723,90812.43266292698,1069.9330097646414,11028.513047627095,45,ON,Part-time,322,688.0,50000.0,29.305915047167613,6,6,On Time,439.5887257075142,0.2431883485027194,15000.0,7.75,1
APP00625,5313.399532366091,97819.71816814224,1196.5080797024111,7686.676082609102,79,BC,Part-time,139,882.0,50000.0,17.749501069898983,20,7,On Time,266.24251604848473,0.20773123169115693,25000.0,6.75,1
APP00626,3997.1955097442756,52029.219959419235,584.0962637532213,9427.940394169025,55,ON,Full-time,336,768.0,27518.668456878637,13.843481093855281,9,3,On Time,114.28624995326132,0.22630838431870412,25000.0,6.75,1
APP00627,9537.036264917078,77523.31426002894,304.15368922362256,9139.24376617449,70,ON,Full-time,402,654.0,50000.0,24.936326656885427,9,10,Late <30,374.0448998532814,0.2535542291479377,10000.0,9.75,0
APP00628,6421.102350255211,58406.90446335775,338.8650085316487,8280.037577880177,93,ON,Part-time,226,778.0,50000.0,40.94936926499758,3,9,On Time,614.2405389749637,0.24685574814466604,25000.0,5.75,1
APP00629,2981.503562765556,61675.55490846237,538.6948884870608,10100.04650359133,80,BC,Full-time,266,644.0,50000.0,12.058412145485994,16,10,Late <30,180.87618218228988,0.1989583978212643,10000.0,9.75,0
APP00630,1264.6424540357116,84219.59732792767,668.8543210382915,8539.472853443533,84,ON,Full-time,333,579.0,50000.0,21.623682674422394,9,5,Late <30,324.3552401163359,0.17801943296781275,10000.0,9.75,0
APP00631,8425.545014651812,36504.3268381488,419.11784022824645,6874.025363222492,42,ON,Full-time,224,807.0,40279.51518568734,24.163372346188957,1,8,On Time,291.9866770067207,0.30155064593811126,15058.034820736382,6.75,1
APP00632,3621.8160279415156,95969.9653737174,479.87515579540445,3606.5199884697245,98,BC,Unemployed,0,743.0,50000.0,34.01724498864679,17,6,On Time,510.2586748297018,0.1373341452404012,15000.0,7.75,1
APP00633,6604.697213644312,101754.75287908787,365.2625731445873,9182.76958530481,30,ON,Part-time,572,704.0,50000.0,25.390468650393156,1,10,On Time,380.8570297558973,0.21193227618162352,15000.0,6.75,1
APP00634,4708.164193658981,53362.372619584065,556.6580143517448,6207.816546221019,34,BC,Full-time,560,586.0,50000.0,22.253617901078023,8,3,On Time,333.80426851617034,0.24212494154191255,10000.0,9.75,0
APP00635,1989.2977979503835,44770.02691381448,221.97973424162038,4242.708524082603,54,ON,Full-time,593,694.0,50000.0,16.291788378328924,12,7,On Time,244.37682567493388,0.1591165848834966,15000.0,7.75,1
APP00636,6016.866086204651,36918.51491525285,252.51169384140752,9821.409033159529,20,BC,Part-time,520,735.0,23149.220825632387,27.753122052742572,4,7,On Time,192.73894529989974,0.24049490999338344,15000.0,6.75,1
APP00637,606.8306895068232,77642.99718513107,574.0116980275604,8663.849603883311,80,BC,Full-time,249,626.0,50000.0,44.03467134134097,19,6,On Time,660.5200701201145,0.23097211242901888,10000.0,9.75,0
APP00638,4133.424598711922,62001.93387833003,580.0248862225282,11310.7351943717,82,BC,Full-time,421,723.0,50000.0,37.86057785601599,8,4,On Time,567.9086678402398,0.28784694609283246,15000.0,7.75,1
APP00639,5466.149396636711,41189.44013358157,225.90096009011185,2819.858040207655,47,BC,Full-time,187,844.0,50000.0,17.495870188877156,14,9,On Time,262.4380528331573,0.1669169822958737,22654.192073469865,6.75,1
APP00640,4360.469741185791,41126.24796871761,466.3046471456066,8141.082131001425,92,BC,Full-time,249,738.0,32990.44527041008,9.796107176784453,20,9,On Time,96.95338130363366,0.23561317618670055,15000.0,7.75,1
APP00641,7486.721752509909,133815.72990117708,433.03326306871975,3686.6341489699357,49,ON,Full-time,127,766.0,50000.0,40.67624087030194,18,5,On Time,610.143613054529,0.2524636071434757,25000.0,6.75,1
APP00642,8279.249545453125,100070.67071867525,1181.6859427567722,10939.41283831806,33,BC,Full-time,88,684.0,50000.0,10.074110659077931,17,9,On Time,151.11165988616895,0.19917683883166099,15000.0,7.75,1
APP00643,7712.430740331781,56108.80659878441,452.5502149739036,2094.4935568227725,73,BC,Unemployed,0,635.0,50000.0,32.44564099189953,9,2,On Time,486.684614878493,0.21431280341908884,10000.0,9.75,0
APP00644,388.1294781180211,38637.65426417508,249.5478130480732,8217.77987089365,51,ON,Full-time,45,675.0,50000.0,6.052534462491871,9,2,On Time,90.78801693737806,0.18226858869837984,15000.0,7.75,1
APP00645,1941.2877044597221,56342.39474394846,301.3514435330587,9701.94293680833,99,BC,Full-time,246,,36235.984706447365,54.237440191199646,3,3,On Time,589.6041159855492,0.25174943727427856,24790.653687337326,5.75,1
APP00646,5366.075092637743,55888.19152846591,234.61168612291237,4904.096244011779,70,ON,Full-time,411,712.0,50000.0,7.842431980057799,2,1,On Time,117.63647970086697,0.10722216042144458,15000.0,6.75,1
APP00647,9348.220404438012,27007.218796581845,232.2975252459591,11495.518873221901,38,ON,Full-time,218,703.0,49339.75869162479,36.84987315511121,19,5,On Time,545.4491547870508,0.4988054140717739,0.0,0.0,0
APP00648,8349.567750521168,59673.12347798854,301.92447121839973,10358.03753044641,91,ON,Unemployed,0,679.0,50000.0,41.340369039152094,10,2,Late>60,620.1055355872813,0.2479047975104844,14918.280869497135,9.75,0
APP00649,8425.345083518017,56593.25604295265,420.5481470649069,4240.801296533938,56,ON,Full-time,427,618.0,50000.0,14.159720309244628,16,1,On Time,212.3958046386694,0.1611855638818835,10000.0,9.75,0
APP00650,3032.081937596749,74741.24602893741,678.4460724916256,1082.9520198759853,21,ON,Unemployed,0,829.0,50000.0,20.52021560644162,0,8,On Time,307.80323409662435,0.1635623575432671,25000.0,5.75,1
APP00651,4294.478970787026,105620.97880545034,682.7391973037237,4263.22893729867,72,ON,Full-time,15,703.0,50000.0,34.03572148681312,10,0,Last 30-60,510.53582230219666,0.1501033490884526,15000.0,7.75,0
APP00652,4707.059473159374,85041.52740174119,478.51754301311917,4094.415175178168,84,ON,Part-time,335,677.0,50000.0,36.50675055994803,3,3,On Time,547.6012583992205,0.16212567555236457,15000.0,6.75,1
APP00653,1573.715833499104,55952.52586737798,594.3657880229601,10789.61068251,36,ON,Part-time,537,726.0,50000.0,13.769712001869507,15,8,On Time,206.5456800280426,0.24119013848101792,15000.0,7.75,1
APP00654,310.68130244456313,43519.64360825447,524.6986349438735,11638.332960802223,25,BC,Unemployed,0,677.0,30966.714757387894,19.267029849226837,1,4,On Time,178.99098526892573,0.2903074166270529,15000.0,6.75,1
APP00655,9469.028994605169,131259.74245730025,656.7804550792949,1774.839845672864,53,ON,Part-time,492,745.0,50000.0,50.061803339055444,2,5,On Time,750.9270500858316,0.13356290419453515,15000.0,6.75,1
APP00656,2407.125856635067,61740.228260513526,337.30246894095416,6184.243113866484,98,ON,Full-time,292,665.0,50000.0,17.16619645894056,5,3,On Time,257.4929468841084,0.15166566069988807,15000.0,6.75,1
APP00657,2399.489037236313,60907.052558060066,741.0422304227023,7031.651983827754,78,ON,Part-time,117,729.0,50000.0,19.506828798443827,17,9,Late>60,292.6024319766574,0.24521184387856054,15000.0,9.75,0
APP00658,833.7905376875954,60215.67255368047,269.8586550431841,2022.0282746267362,42,ON,Part-time,592,715.0,49364.29361858466,26.090932788605294,17,5,On Time,386.38814008784084,0.14286798362616815,15000.0,7.75,1
APP00659,9285.077519437786,64366.64822253547,792.5853400748947,5152.4748005127485,57,ON,Part-time,469,868.0,50000.0,14.823297054129652,0,6,On Time,222.34945581194478,0.2180338555194982,25000.0,5.75,1
APP00660,5797.37114939772,58082.363433310915,244.25786892631368,4487.906591322457,30,ON,Full-time,552,872.0,50000.0,16.645967605605396,4,5,On Time,249.68951408408097,0.12986756259775087,25000.0,5.75,1
APP00661,6670.368571253539,51063.58311368729,584.537029737657,6896.6198975979605,71,BC,Full-time,593,782.0,50000.0,34.32328157103775,11,5,On Time,514.8492235655661,0.30697842272200915,21063.72803439601,7.75,1
APP00662,9115.768872630526,51475.836511688605,346.3144919024567,8273.099897051317,82,BC,Full-time,387,712.0,40669.37349455669,16.015522743596,4,2,On Time,195.40238285096189,0.1841430679388206,15000.0,6.75,1
APP00663,3456.201689007895,60060.00855062912,720.0138260247352,8738.336215462232,22,ON,Full-time,583,784.0,50000.0,24.017391523562722,0,7,On Time,360.2608728534408,0.2682167021425736,25000.0,5.75,1
APP00664,6215.0731113808415,51528.89687343018,350.80241274448116,2504.305259747263,23,ON,Part-time,193,781.0,30575.13269411922,29.460399850624132,17,7,On Time,270.2266903963929,0.16212066700591488,25000.0,6.75,1
APP00665,387.9945472888746,48975.317719209226,471.10432368685065,9942.424721390835,34,BC,Full-time,101,682.0,50000.0,34.39507597550761,19,3,On Time,515.9261396326142,0.3149267667432564,15000.0,8.75,1
APP00666,1867.7252823112933,62620.910401063134,302.6847298417594,8463.96232769835,45,ON,Full-time,70,588.0,50000.0,8.927148437796342,4,7,On Time,133.90722656694513,0.13232209276112958,10000.0,8.75,0
APP00667,8312.458050899426,56186.528443928975,347.5744588835161,10779.824084213915,22,ON,Part-time,174,567.0,50000.0,40.68670929913936,17,8,On Time,610.3006394870904,0.2736463397290672,10000.0,9.75,0
APP00668,7667.683563383357,95236.9581729058,1010.8445553861533,5942.696653789775,90,BC,Part-time,444,710.0,50000.0,44.901263712405395,2,4,On Time,673.5189556860809,0.23469599782524372,15000.0,6.75,1
APP00669,3506.426914571469,27381.818738841594,234.7274132053664,10832.787389944107,66,BC,Full-time,433,679.0,37127.09483067643,34.171152025587844,0,2,Late <30,380.60268051823823,0.41208966769825683,0.0,0.0,0
APP00670,3768.106277742125,84151.79417521917,1001.3846548007018,10523.51534591683,26,ON,Full-time,215,676.0,50000.0,53.6497172659121,9,6,On Time,804.7457589886815,0.30257263959204633,15000.0,8.75,1
APP00671,5335.544335535795,197101.67014160595,682.2151746062186,5822.502655951966,99,ON,Unemployed,0,,50000.0,22.367490203832592,18,3,On Time,335.51235305748884,0.16233083667748396,10000.0,9.75,0
APP00672,2.410046851345493,32562.23288283462,371.70124384516345,5192.576468222765,64,ON,Full-time,537,652.0,31230.070206472927,12.684525968055604,17,7,On Time,118.84159095546164,0.2381851875476339,8954.614042779522,9.75,0
APP00673,2412.4433603802786,54727.367693048676,432.78194292657804,11260.932164672824,62,ON,Part-time,319,772.0,50000.0,40.667527466453905,14,10,On Time,610.0129119968086,0.3027274019698048,20522.762884893255,7.75,1
APP00674,2082.3180860821444,54257.320650846974,668.8337348312256,8866.812079922815,85,BC,Full-time,286,477.0,50000.0,14.535631632709409,10,10,On Time,218.03447449064112,0.25497888017105125,0.0,0.0,0
APP00675,2504.8294674976346,39762.198621173295,483.71853855999825,11210.698810818832,70,ON,Full-time,225,767.0,50000.0,11.910199146363805,2,2,On Time,178.65298719545706,0.30139957790409055,16401.906931233985,6.75,1
APP00676,8059.058425334413,48029.96945456732,331.8617553459926,9766.722567853943,52,BC,Part-time,349,697.0,50000.0,26.070783587335484,6,0,On Time,391.0617538100322,0.2538228188096511,15000.0,7.75,1
APP00677,2796.7385654644318,43466.80017577721,502.01389367405744,7702.271832205558,80,ON,Part-time,388,835.0,47623.34718878632,9.305580819445055,6,4,On Time,132.94887184732275,0.23908755656787298,21733.400087888604,6.75,1
APP00678,1915.2132205014816,102601.37344136766,1152.2231488311206,2274.3805470414095,39,ON,Full-time,341,741.0,50000.0,23.49455094594866,11,5,On Time,352.4182641892299,0.1839592718899136,15000.0,7.75,1
APP00679,5042.634607930315,80308.3582982337,475.61313320094166,4206.287398370084,42,ON,Part-time,504,581.0,50000.0,26.261511540847742,0,8,On Time,393.92267311271615,0.14878517494784751,10000.0,8.75,0
APP00680,8656.45036372732,88822.20850321672,832.1829699711388,11657.266478082307,62,ON,Full-time,71,570.0,50000.0,35.68063760350801,2,2,Late <30,535.2095640526202,0.23198394509238657,10000.0,8.75,0
APP00681,2413.4970383749987,75314.43416401635,359.42703795321285,4513.643085856249,59,ON,Full-time,129,628.0,50000.0,48.41890770547951,13,5,On Time,726.2836155821926,0.19456349258923625,10000.0,9.75,0
APP00682,785.3624279279869,43226.53983391711,481.51149341437537,2025.8035676390787,47,BC,Part-time,444,741.0,50000.0,42.67477415253397,18,7,On Time,640.1216122880096,0.32824479144744256,15000.0,8.75,1
APP00683,3564.047358496647,51821.965620154224,291.30244653445624,8783.086915112517,24,BC,Part-time,290,582.0,50000.0,15.218591552456637,20,9,Late <30,228.27887328684955,0.18133019492494137,10000.0,9.75,0
APP00684,7476.518245649778,70244.53800386681,334.13845820548516,9074.046799980526,74,BC,Part-time,599,728.0,50000.0,17.612167988623405,8,3,On Time,264.18251982935107,0.14871631134987273,15000.0,7.75,1
APP00685,5506.905446947946,93216.97217596271,315.3484675963787,4140.034923158659,32,BC,Full-time,387,776.0,49144.06137293329,25.09367501308421,12,9,Late <30,369.9615314746359,0.23108953339861732,23119.92598746611,6.75,0
APP00686,8167.933695743474,187815.33489977499,674.1417174526264,4274.391772809341,68,BC,Part-time,18,677.0,50000.0,23.267068305272346,4,9,On Time,349.0060245790852,0.183929585757303,15000.0,6.75,1
APP00687,9595.921476092339,56434.04248298739,637.1953433356848,6157.822840596623,96,ON,Full-time,555,648.0,50000.0,33.042898430078445,2,5,On Time,495.64347645117664,0.28016568305953754,10000.0,8.75,0
APP00688,7926.62476751617,54202.33256223746,665.89486371435,1239.6784473848109,70,ON,Full-time,76,547.0,50000.0,19.075270454894454,16,2,On Time,286.1290568234168,0.21900480526149738,10000.0,9.75,0
APP00689,6038.030788437534,75072.79001820262,587.7527009985913,9682.5531139728,95,BC,Full-time,553,840.0,40092.66469652347,38.90711448981604,18,9,On Time,467.9669686648332,0.21518256019357235,25000.0,6.75,1
APP00690,4933.415880523805,69300.2961360293,323.65948109504694,4487.976660015382,19,ON,Unemployed,0,866.0,37608.25023414405,27.12618222932109,3,8,On Time,306.0504747531897,0.13235428388040818,25000.0,5.75,1
APP00691,400.6908634826667,130431.55155019373,566.5581010025563,10391.394122021753,30,ON,Full-time,365,817.0,50000.0,34.17158681741243,9,10,On Time,512.5738022611865,0.30665205169331755,22451.586122636698,7.75,1
APP00692,9843.219788140412,85881.55907853691,762.3228327772802,9828.93463760037,42,BC,Full-time,280,697.0,50000.0,42.3032086217922,4,5,On Time,634.548129326883,0.23638215505870552,15000.0,6.75,1
APP00693,3834.8112257504254,43853.35328903297,346.40178354234024,8275.422364306614,55,BC,Part-time,280,715.0,50000.0,29.57629701731334,18,1,On Time,443.64445525970007,0.2841221020124552,15000.0,7.75,1
APP00694,1522.282139168668,72962.88360437725,492.05492506632845,4573.623538092175,88,ON,Full-time,443,774.0,50000.0,31.279353611167053,8,6,On Time,469.1903041675058,0.1806596254609707,25000.0,6.75,1
APP00695,6667.088553964568,72464.77367071802,605.3215204003561,6679.48217827287,94,ON,Part-time,329,731.0,50000.0,45.04006978544549,20,6,On Time,675.6010467816824,0.24530104062887037,15000.0,7.75,1
APP00696,2842.882890954593,55274.200035608796,386.31120185452653,5893.121833577549,21,ON,Full-time,536,470.0,50000.0,48.658624521872866,15,0,On Time,729.879367828093,0.28070620083662434,0.0,0.0,0
APP00697,5857.782709310476,66887.36549093154,700.6517685371349,4727.700748735417,45,ON,Part-time,508,793.0,44290.83933707211,18.40511368936887,11,3,On Time,244.55338001891494,0.19502089754134339,25000.0,6.75,1
APP00698,5867.679078445912,41672.27806274884,362.511903234934,10329.499182334961,71,ON,Full-time,450,817.0,50000.0,35.65844517297795,16,0,On Time,534.8766775946692,0.3476479652439763,17189.814700883897,7.75,1
APP00699,4457.298209028691,80028.13751319032,918.2213583727939,6318.577820354318,35,BC,Full-time,375,805.0,50000.0,36.918444079158434,7,5,On Time,553.7766611873765,0.24914567387955627,25000.0,6.75,1
APP00700,8361.186155450427,126985.16434961784,498.98977866304267,10159.954075768612,33,ON,Part-time,296,756.0,50000.0,35.41919466312542,12,4,On Time,531.2879199468813,0.27920627432146417,25000.0,6.75,1
APP00701,2649.6706155544302,51849.91419645335,318.99035655118286,2157.403215560067,57,ON,Part-time,476,796.0,42815.299220092566,72.96435276696025,20,2,On Time,937.1971788353376,0.30570765309625353,15554.974258936005,7.75,1
APP00702,4486.325916177341,83085.72895658904,935.4704493548973,2551.2726746036933,22,BC,Full-time,393,606.0,50000.0,21.535322479725565,14,8,On Time,323.02983719588343,0.1928184515277844,10000.0,9.75,0
APP00703,5376.921285909715,49100.39496320571,432.582272239069,11750.523356242744,35,ON,Full-time,109,712.0,50000.0,34.07351508886075,8,8,On Time,511.1027263329113,0.3167878466714399,15000.0,8.75,1
APP00704,6636.247207672996,39750.87275973375,234.14623473835675,7465.453088666985,29,BC,Full-time,359,666.0,20366.062553289023,12.318751377384384,0,5,On Time,75.2653383390677,0.16101538266935095,15000.0,6.75,1
APP00705,7839.718505055895,38022.62715378465,355.98932135275476,6607.466408489539,30,ON,Full-time,289,836.0,25154.992645435854,26.588013042380982,14,5,On Time,200.64638176135384,0.23823488860432154,20912.44493458156,6.75,1
APP00706,3948.0728287825605,72745.9454164897,519.9618080442497,6754.716694585229,50,BC,Full-time,418,734.0,50000.0,21.789879752991897,2,8,On Time,326.8481962948785,0.17311505115535422,15000.0,6.75,1
APP00707,6460.4694409659605,41307.388416043905,462.7823734638141,3367.956514361458,45,ON,Full-time,318,707.0,23016.15744545856,12.03507055994301,14,1,Late <30,83.10032366245544,0.18793385416905628,15000.0,7.75,0
APP00708,1506.1095306851912,102679.08456880246,815.6995373658804,8905.743444521704,62,ON,Full-time,341,638.0,50000.0,11.246770948726589,10,0,On Time,168.7015642308988,0.1462701086814367,10000.0,9.75,0
APP00709,9326.481005424786,32478.923251590208,331.94578952122373,1932.586861027298,61,ON,Full-time,317,635.0,42961.31765102765,52.038540331523805,8,9,Late <30,670.6932783835224,0.39186644169934515,5359.022336512385,10.75,0
APP00710,3830.5880642100356,194311.07864419208,500.73526222804776,7306.560844133255,67,BC,Full-time,349,629.0,50000.0,37.812373044833016,18,2,On Time,567.1855956724952,0.15307992899049863,10000.0,9.75,0
APP00711,7295.214219764384,64616.863793035474,482.4856928355196,7278.4567624449155,91,ON,Full-time,27,779.0,50000.0,11.446521595698234,17,7,On Time,171.69782393547354,0.16203891710480403,25000.0,6.75,1
APP00712,203.41081882177647,58918.56595370536,728.2538200005641,11056.07266546862,61,ON,Part-time,401,767.0,50000.0,16.802814653751636,20,1,On Time,252.04221980627455,0.2672118437102024,25000.0,6.75,1
APP00713,2051.87142904807,51505.801918992904,561.6108040723177,6788.010911153464,21,BC,Part-time,316,740.0,46578.31408548812,30.145546709748345,17,7,Late <30,421.23862287762336,0.27643248956316674,15000.0,7.75,0
APP00714,4870.82544323578,68368.41987598062,375.9925822459477,2507.689655715975,47,ON,Full-time,559,783.0,50000.0,19.440013979969414,20,9,On Time,291.6002096995412,0.13038010525288252,25000.0,6.75,1
APP00715,8782.524677323465,59972.11926211582,388.70131944196737,7300.285851729788,53,BC,Full-time,368,655.0,50000.0,31.959270614078434,2,5,Late>60,479.38905921117646,0.2175208682128572,8246.166398540925,10.75,0
APP00716,5272.5514995067715,84450.09351485051,583.9835221501751,2004.604088018656,66,BC,Full-time,343,572.0,50000.0,29.72987479058289,12,3,On Time,445.9481218587433,0.15489428910452865,10000.0,9.75,0
APP00717,9298.704822938791,112208.23417906604,601.7137219939268,3241.7321882991387,92,BC,Full-time,365,774.0,50000.0,16.87332679956683,5,3,On Time,253.0999019935024,0.18201736567037477,25000.0,5.75,1
APP00718,4837.968965827963,63450.54061319721,664.6416419797871,1342.1944260615774,57,BC,Full-time,73,715.0,35519.45016267438,20.92299963245352,5,6,On Time,222.95203280957617,0.17548020841509862,15000.0,6.75,1
APP00719,4904.490967359499,54384.89894069703,566.2948195310837,6646.229407054481,42,ON,Full-time,122,786.0,31221.72407770071,11.247694915900531,10,6,On Time,105.35172815232104,0.19219307863637092,25000.0,6.75,1
APP00720,1197.467885005319,59625.688652649056,501.78696716427794,1929.858768229296,38,BC,Unemployed,0,754.0,50000.0,40.770880109712216,8,8,On Time,611.5632016456832,0.2357197291952392,25000.0,6.75,1
APP00721,8026.562441522198,66520.53630841893,726.6373765090332,6163.338163844619,33,ON,Full-time,186,714.0,44526.60230971399,48.437914283116584,16,3,On Time,647.0327237989042,0.28115893197199393,15000.0,7.75,1
APP00722,2469.654124670625,87568.35511371763,283.55171900843436,11262.395388565585,94,ON,Part-time,319,736.0,44070.43842464735,10.311470979405128,16,10,On Time,136.32931405962356,0.25042120438414,15000.0,7.75,1
APP00723,8996.12489372315,40476.216688395274,210.43604123818085,8917.375543212653,36,ON,Full-time,594,832.0,50000.0,12.172537178204918,8,8,On Time,182.58805767307373,0.1958321461591589,22261.9191786174,6.75,1
APP00724,9108.242203303962,75803.87511228074,672.4068035750981,1851.5284164782236,78,ON,Full-time,542,696.0,50000.0,33.1406943581114,18,3,On Time,497.110415371671,0.1939314690115594,15000.0,7.75,1
APP00725,9433.101118741497,63843.18341531804,772.6628639284065,3466.307934297275,59,ON,Full-time,353,778.0,50000.0,56.630491673325565,2,1,On Time,849.4573750998835,0.324440490223373,21068.25052705496,6.75,1
APP00726,5202.3048910309,57396.03274994474,618.4392163399601,8410.286618827777,87,BC,Full-time,355,744.0,50000.0,24.95722295494383,13,6,On Time,374.35834432415743,0.2603189313770436,15000.0,7.75,1
APP00727,6770.937847836443,60989.417523845426,548.2443682112056,10841.72047126602,93,BC,Full-time,106,586.0,50000.0,14.635936965363541,14,8,On Time,219.5390544804531,0.21506059533733796,10000.0,9.75,0
APP00728,7785.158800616635,67319.14694480972,643.3498230515033,1362.1044544034914,29,BC,Part-time,418,614.0,50000.0,34.67679441035273,18,10,On Time,520.1519161552909,0.21468451592108392,10000.0,9.75,0
APP00729,1310.146186504656,51585.58545917806,614.9698308358211,9936.962448926533,74,ON,Part-time,205,716.0,50000.0,63.26061227912714,0,9,On Time,948.909184186907,0.4331414379229633,0.0,0.0,0
APP00730,6009.571949974972,48022.937836981364,371.5145692379973,7179.952683721396,36,ON,Full-time,565,,50000.0,40.561649753335814,3,1,On Time,608.4247463000372,0.298691737712683,15000.0,6.75,1
APP00731,342.97901303311676,64323.41790424362,445.6509386862171,7007.004578260318,30,BC,Part-time,382,643.0,50000.0,25.93863350419465,14,10,On Time,389.07950256291974,0.19494124149046657,10000.0,9.75,0
APP00732,4975.660833887258,45225.376337885835,556.7400476592728,11535.945010286938,34,ON,Full-time,297,805.0,50000.0,33.4446987883624,14,5,On Time,501.670481825436,0.37266393167415435,18655.46773937791,7.75,1
APP00733,1548.426816202274,68555.66292277563,778.9312322942283,9224.090738564504,45,BC,Full-time,279,600.0,50000.0,15.206693052936181,2,5,On Time,228.10039579404273,0.22470867534743932,10000.0,8.75,0
APP00734,1829.229259620847,36393.67896359804,249.61319993048627,10351.307548617231,35,BC,Part-time,189,,24845.368650564513,34.34154200062836,4,10,On Time,255.9684813103369,0.26909757879074986,15000.0,6.75,1
APP00735,3650.475666926015,153811.77530889338,663.3407480891075,4893.951264991334,49,ON,Part-time,543,650.0,50000.0,28.325842199989275,0,9,On Time,424.8876329998391,0.17944235460113422,10000.0,8.75,0
APP00736,4324.37166716503,69891.87679695211,532.9710654349878,7098.004449112508,53,ON,Full-time,450,838.0,50000.0,38.09106838927405,15,2,On Time,571.3660258391108,0.2261682962512608,25000.0,6.75,1
APP00737,6231.724245321872,65495.347283746596,354.27289079137296,7769.462451705478,45,ON,Full-time,258,900.0,50000.0,38.30129710160052,15,7,On Time,574.5194565240078,0.21287794062676163,25000.0,6.75,1
APP00738,744.2841843851567,81449.0345074971,989.4831367580184,4537.423343987116,50,ON,Full-time,453,695.0,50000.0,39.0985585095312,15,4,On Time,586.478377642968,0.25224375833155027,15000.0,7.75,1
APP00739,5036.917612374446,99964.23972938686,753.3242055393054,7272.729374421395,35,ON,Full-time,572,787.0,50000.0,43.967262962351036,14,3,On Time,659.5089444352656,0.19579181942933185,25000.0,6.75,1
APP00740,1826.251302531011,82226.79362789128,942.4075054042025,3603.209174276852,29,BC,Unemployed,0,821.0,50000.0,18.879223871819736,4,3,On Time,283.188358077296,0.19463613937013588,25000.0,5.75,1
APP00741,5739.751750317419,34914.69904414335,200.57221019730318,2577.132381750635,19,ON,Full-time,78,791.0,48899.14147285295,4.308407866633222,1,4,On Time,63.20323373797513,0.1172306534700074,19203.084474278847,5.75,1
APP00742,6374.046122611835,41317.952715622916,360.79897171658416,5113.672852050659,100,ON,Unemployed,0,783.0,39553.84158843947,21.935488964378084,7,10,On Time,260.28985669859185,0.22493825460539235,20658.976357811458,6.75,1
APP00743,5567.092565528538,50285.89461747828,219.56555829989156,9132.185916210807,67,ON,Unemployed,0,578.0,50000.0,30.06633256315443,14,9,On Time,450.9949884473164,0.22539747133906665,10000.0,9.75,0
APP00744,7382.955104783076,61129.6794969048,644.0116082558519,11078.058628812763,59,ON,Full-time,23,814.0,50000.0,25.352485402628393,8,10,On Time,380.2872810394259,0.26631397239274296,25000.0,6.75,1
APP00745,3356.092442409013,70843.12264035482,638.1276321427092,6034.854566480558,38,BC,Full-time,503,748.0,50000.0,45.68858271355184,8,3,On Time,685.3287407032776,0.2548451203900012,15000.0,7.75,1
APP00746,7651.0659163313085,48786.17834185657,457.6101179907617,8071.060571029749,89,ON,Part-time,185,701.0,44747.43473933976,14.914657196430781,2,10,On Time,200.21779486707314,0.22136427010514942,15000.0,6.75,1
APP00747,4327.670817081937,64148.468390177106,294.9337466229817,2133.4084407261053,55,BC,Full-time,547,713.0,50000.0,11.527837428934115,14,5,On Time,172.91756143401173,0.09949173995123187,15000.0,7.75,1
APP00748,4841.8449832259685,48354.30742176713,286.514716729728,10949.101344075616,34,BC,Full-time,513,740.0,50000.0,31.144903656007056,17,7,On Time,467.17355484010585,0.2685579927644562,15000.0,7.75,1
APP00749,6481.021272610714,50486.94788186571,241.63510682884726,7254.646349269278,57,BC,Full-time,49,699.0,50000.0,16.416476654889966,16,1,On Time,246.2471498233495,0.16769204954463643,15000.0,7.75,1
APP00750,183.5838399922396,39772.346408302445,261.4747787884843,9583.720723876728,63,ON,Full-time,168,691.0,29428.647613284393,23.116100346346375,0,6,On Time,204.0826713857846,0.2272138729235351,15000.0,6.75,1
APP00751,6539.942214202483,45979.709996768266,431.9943217689124,9738.853210135332,82,ON,Full-time,21,641.0,49244.03492824869,24.23589679947168,10,10,On Time,358.0420045531842,0.2824381248256381,10000.0,9.75,0
APP00752,6185.851490721154,40433.74886969632,359.2491361523227,3821.285790049165,65,BC,Full-time,392,760.0,27071.376441422082,69.79156055251323,0,5,On Time,566.8060824454168,0.30885895710130745,13343.137126999789,6.75,1
APP00753,3098.471167532799,45259.30163858671,419.45936869750693,6820.918985000345,41,BC,Part-time,105,707.0,37261.57418265639,38.788460230980455,5,3,On Time,433.5957264983086,0.28043278436556635,15000.0,6.75,1
APP00754,857.9428489948948,83201.27938815755,727.4920681524308,11565.277267170752,50,BC,Unemployed,0,656.0,50000.0,58.61783050774771,11,1,On Time,879.2674576162157,0.2817818944349336,10000.0,9.75,0
APP00755,909.3544991304115,45620.19627966327,293.8810449047035,1985.9799930291056,67,ON,Full-time,290,727.0,50000.0,35.44278623446768,19,0,Late <30,531.6417935170152,0.23281852610717216,15000.0,7.75,0
APP00756,9232.237469852285,133604.61520310573,828.9136474877432,8513.548878325197,99,ON,Full-time,426,723.0,50000.0,18.5889228705897,17,10,On Time,278.83384305884545,0.12243474866410069,15000.0,7.75,1
APP00757,6892.793212258372,70327.68659827673,373.3577814013171,11584.904858386892,37,BC,Full-time,229,760.0,50000.0,28.586769360946295,13,7,On Time,428.8015404141944,0.1961741993535655,25000.0,6.75,1
