applicant_id,annual_income,self_reported_expenses,self_reported_debt,requested_amount,age,province,employment_status,months_employed
APP01361,60375.1279506667,4144.298124670366,327.43082937710744,2372.994359460269,81,ON,Full-time,446
APP01362,72165.1783956287,6895.342089054152,803.4083826367905,9762.55865548699,65,ON,Part-time,509
APP01363,62868.44047350168,3439.7963631637017,752.276206802062,8059.2108675116315,55,BC,Part-time,248
APP01364,45297.394021889115,2772.5841634918615,240.44050159492508,10621.99155743329,66,BC,Full-time,293
APP01365,86846.45171154344,9966.832779346798,715.2102960558466,9633.209747608988,37,ON,Part-time,531
APP01366,57835.9939222534,7507.902311797877,365.7590389022719,2233.2501317201577,32,ON,Full-time,138
APP01367,60158.26407777619,6447.199773818176,628.9162034986027,5191.777440778645,85,ON,Full-time,556
APP01368,45841.50017795343,3552.8964321931876,466.6777931358553,9520.16274906046,83,BC,Full-time,345
APP01369,53100.45572647934,491.60829155048157,283.59409975506526,5590.756205929583,44,ON,Full-time,37
APP01370,46512.88503705859,310.56876035155614,533.7459263423918,11696.020332579761,28,BC,Full-time,314
APP01371,57586.396504445,5541.812554487989,326.7898739257003,9093.144948827941,95,ON,Full-time,220
APP01372,101360.42510654689,7620.327210390511,1095.7560526083082,1170.4990835935312,88,ON,Full-time,143
APP01373,40189.26190326372,5373.791904438551,320.50278591141165,10679.842607169201,61,ON,Full-time,404
APP01374,37378.72777831063,8407.850719391146,257.99803822689273,2108.8526335541337,88,BC,Full-time,404
APP01375,94303.78099627295,334.26533093221633,517.2870939198101,2545.7609659809445,98,ON,Full-time,555
APP01376,56961.356560636406,3667.520764259401,316.90178074443503,9079.41640672156,90,ON,Unemployed,0
APP01377,49622.69871298063,2370.7039117417803,480.4678744448393,10514.654153735282,77,ON,Part-time,479
APP01378,82859.1014343799,4472.729681571221,725.3143172055458,6899.845906895116,21,BC,Unemployed,0
APP01379,50576.42325176955,723.7639319412248,262.19046320156895,4179.547062403571,23,ON,Full-time,560
APP01380,104896.38989189858,9541.316415710726,535.5816137872552,4864.470997784931,96,BC,Part-time,220
APP01381,74332.47587338672,2232.554010693609,354.51051659485506,4771.782625556616,55,ON,Full-time,367
APP01382,52394.24534020748,9223.077754835847,543.0520962035711,4593.459141904635,70,BC,Part-time,196
APP01383,115857.69258988978,4258.931550366818,1170.04885071408,3672.006390038148,84,BC,Full-time,32
APP01384,50574.91533920403,9855.241332552181,235.355000710483,7697.538040921563,81,ON,Full-time,54
APP01385,75777.30167383376,5540.583834602107,669.5367114520863,10904.45850421574,25,BC,Full-time,423
APP01386,66350.94213235528,9308.328641758075,323.2817811889641,4377.9065439167525,71,ON,Full-time,234
APP01387,89630.22294938657,53.48988694222845,1048.4837198661492,3053.637272075533,24,BC,Full-time,110
APP01388,96894.57628179823,7482.388061809001,1136.18371758497,10224.354330085673,25,ON,Unemployed,0
APP01389,61238.21548739964,9030.506531025154,611.4804169523967,9159.616639786736,62,ON,Full-time,100
APP01390,48382.82158947632,1397.2056697895407,575.0253678241047,11239.207347159016,36,ON,Part-time,211
APP01391,69627.65489519917,961.2585173215149,760.9449917742297,2820.717091654006,72,ON,Full-time,403
APP01392,49494.20416098391,4245.726071859555,547.9579959389683,2586.764455282507,47,ON,Part-time,150
APP01393,110961.84020247436,9336.789061329351,989.1395964856105,6955.723337354963,43,ON,Part-time,394
APP01394,63189.03475026814,5423.865601904387,424.4508557237935,7758.770203186048,81,ON,Full-time,258
APP01395,54357.01741991988,5274.564637217321,325.14515836988676,6281.907860455485,86,BC,Full-time,245
APP01396,64108.32801687275,1411.2611829932187,441.920086236967,7588.63299956263,31,ON,Part-time,150
APP01397,40489.07963571664,7.895110932187865,380.76451114515277,2984.177457625785,50,BC,Full-time,99
APP01398,45317.169323032525,8101.400907454612,254.0240844213443,6275.751295804917,45,BC,Full-time,103
APP01399,86946.61923853606,875.7456298623822,549.6766982828174,8239.018170336347,69,ON,Full-time,12
APP01400,49804.32871776967,6338.49818735324,401.78017857894196,5759.770941735741,52,ON,Full-time,226
APP01401,44304.97136498971,9146.164545151914,270.64803020196644,8473.920693982576,46,ON,Full-time,442
APP01402,71247.94750213678,2086.5191315843103,646.3635585705291,5963.104086092236,91,BC,Full-time,148
APP01403,86563.77559486018,6652.728362369108,1026.6290863273173,4669.59538926505,90,ON,Part-time,179
APP01404,75253.03079681972,786.9857670750946,782.6875622870045,4339.6555179580155,48,BC,Part-time,7
APP01405,81776.05640124662,6037.55143837613,794.8814048879719,5519.922648874468,27,BC,Full-time,152
APP01406,48333.826609648524,1639.3172095320274,436.10060072285575,1253.985849504209,31,BC,Full-time,582
APP01407,39591.99637004537,7359.53560515178,325.95691697583027,8353.77652290725,100,ON,Full-time,353
APP01408,95161.0083340228,3012.312947939082,544.4509097377727,10296.162050782881,82,ON,Full-time,565
APP01409,55056.847058509746,4633.910088046462,639.9030019611783,4900.898038874304,56,BC,Part-time,417
APP01410,56256.42636521331,5994.305420276217,350.9163373245524,1506.364497558904,40,BC,Part-time,570
APP01411,90344.34530639926,1712.7341066623958,445.17844515550604,11854.531571241134,49,BC,Part-time,196
APP01412,71667.63054314116,7416.378186176209,746.5468836523374,3900.6808099617365,60,ON,Unemployed,0
APP01413,69542.39159354943,3026.4034063681456,391.53266712619256,2392.832338598503,80,ON,Full-time,325
APP01414,116125.42877196419,6623.718599127535,843.7441399273279,5067.277587703307,82,ON,Part-time,482
APP01415,50004.58578257629,1582.8305069937364,220.1389084530705,9124.127446969123,92,BC,Part-time,208
APP01416,80119.73669525406,6881.1765920635025,425.3476317777329,4233.082565796223,27,ON,Part-time,303
APP01417,61699.39488304779,1281.8807281046174,346.13547209131093,7321.735243114366,62,ON,Part-time,299
APP01418,65742.64946814708,4253.5649626998365,303.73658908558826,5571.159938808564,81,ON,Part-time,426
APP01419,95938.82165660759,2472.0607373887683,924.7358789942803,2295.4039150428034,58,BC,Full-time,62
APP01420,70634.65675085328,7483.752494281825,786.9923894147341,4633.157137413213,59,ON,Unemployed,0
APP01421,71283.08125439721,2620.3500450687457,518.7717756058357,8973.575562854732,90,ON,Part-time,195
APP01422,83673.50558484391,8817.173063953962,958.4636041789618,7732.042870645902,68,ON,Full-time,567
APP01423,54363.03216806965,8918.202114066129,323.1640231649538,2317.562178719171,38,ON,Part-time,363
APP01424,47153.45512331987,1964.4131522278585,324.3334191384407,2796.546506857394,99,ON,Full-time,561
APP01425,44332.91608007763,6138.459450077243,240.4089041854404,8048.0669523819,88,ON,Part-time,78
APP01426,33624.77710913055,877.1764171996432,313.98794319625404,9947.569557529558,60,BC,Unemployed,0
APP01427,112396.44681235397,3915.370996016292,861.5839462046354,4844.219455539862,51,ON,Full-time,284
APP01428,43562.97865652581,7133.217295012722,404.1494889761604,7548.418270277952,81,BC,Part-time,57
APP01429,56757.85715863061,6594.232468499163,596.7497005082656,2877.079476273158,75,ON,Part-time,376
APP01430,55819.66328993258,6247.00669406608,486.4232521352179,4425.139705958562,83,ON,Part-time,376
APP01431,66512.65267352207,2825.4086366244355,625.014051164192,1222.9722624035785,70,ON,Full-time,373
APP01432,77470.04532818041,3780.24949434402,926.5742242784512,9451.035425794747,24,ON,Full-time,244
APP01433,78516.7699960872,1029.4614470028619,522.8329050803312,5411.1080175026345,25,ON,Full-time,39
APP01434,50919.55092466038,7190.22820433601,364.5686827158613,9977.381310193492,27,BC,Full-time,309
APP01435,57687.10539514568,5038.887967912735,585.3815180579144,8792.10295624999,79,ON,Full-time,86
APP01436,66019.10508578883,7087.656323456546,611.3949642741371,10116.186923013247,98,BC,Part-time,99
APP01437,56292.58650933063,2489.4352479687277,318.3031019019106,4142.245365411711,52,ON,Unemployed,0
APP01438,98236.10922243886,3244.382286350662,717.2441903428042,3036.1960347062977,53,BC,Full-time,374
APP01439,70278.27170678292,3342.1533726011467,566.8165237877638,11690.962509168376,38,BC,Full-time,495
APP01440,75613.40042698817,257.424097472162,579.3182663900633,8890.605657449565,76,ON,Part-time,208
APP01441,73997.74106490577,3410.4787283062356,418.25669697552473,10174.464947193374,78,ON,Full-time,83
APP01442,86246.74734287501,8033.045735180335,1023.7705186142127,1144.467110809271,72,BC,Unemployed,0
APP01443,64037.999771981275,8972.984957497385,673.6364047793875,4899.077823254752,53,ON,Part-time,577
APP01444,41104.62319207868,5182.183156359275,336.1521808011841,9170.983596350648,65,ON,Part-time,1
APP01445,68379.73928825764,4555.016952192203,672.4355454987892,1857.8111628898166,64,ON,Full-time,437
APP01446,49887.133202291974,308.24618699370257,580.8868898839936,7240.739225258292,22,BC,Full-time,250
APP01447,51758.31944584498,8792.043375853826,274.3942040294722,5719.800442005036,28,BC,Full-time,410
APP01448,72318.45783082316,130.10213425872718,452.2151818744891,1193.7815785521802,93,ON,Full-time,386
APP01449,87940.03022195082,9447.500802102119,764.1264933017931,3595.731348313965,58,BC,Part-time,84
APP01450,61041.35950001587,4892.162486880907,660.7779922664035,4132.711879733856,73,ON,Full-time,490
APP01451,66541.11915747914,3419.344935747266,297.35834080296826,2230.459409809547,91,ON,Full-time,239
APP01452,101072.15516810936,9242.184348426601,1249.9409395744763,7946.906007169265,58,BC,Part-time,540
APP01453,65195.87107355598,243.90993110096736,518.799731406734,3666.376638770779,94,ON,Full-time,380
APP01454,132379.80746023872,5814.248948690871,947.8737746612084,4053.814495813272,99,ON,Full-time,391
APP01455,71867.42337712157,5489.325244993376,474.7588566301798,10880.624580201622,41,ON,Part-time,328
APP01456,35763.98416972245,2193.2040121138207,200.9806884764327,6138.354019624534,33,BC,Full-time,480
APP01457,76033.39657007153,4288.874313502106,818.356260143619,5313.409616661996,23,BC,Full-time,304
APP01458,68000.67975022116,6522.640059437702,824.7429376736242,8962.58142146189,58,BC,Full-time,282
APP01459,89308.4414216638,7271.3119688192755,679.9682422360053,11005.751765712033,36,ON,Full-time,345
APP01460,74226.74955725587,7.168587065797816,898.4038930103364,1275.3996986118823,39,ON,Full-time,135
APP01461,58185.33754571652,9368.534300910153,641.8800924691841,5930.627312109361,97,ON,Full-time,468
APP01462,42008.867002217405,1645.253723928124,343.4403861377341,7718.59491685742,21,ON,Full-time,361
APP01463,56966.4904889118,2335.804342223592,557.3345930576858,4504.194079385886,64,ON,Full-time,569
APP01464,46993.72347584684,2634.7344569384823,366.1532330852364,9496.48494335566,97,BC,Full-time,115
APP01465,50958.58026310702,378.2013655203531,449.5920147819131,11686.247772973013,71,ON,Part-time,186
APP01466,72366.51607889197,1230.5212359032491,336.5322435051361,11377.701028753116,38,ON,Part-time,478
APP01467,100097.18232198873,9863.49922944162,997.8550266024444,3925.8079331793606,77,BC,Part-time,1
APP01468,68276.9101956692,3152.1673737728606,314.5429883783013,3489.7210628123457,39,ON,Full-time,541
APP01469,42368.50448144833,1153.0109033904935,465.02432896677755,11532.395841233432,69,BC,Full-time,424
APP01470,69307.35175182954,1069.912611746233,765.2380241052444,6044.913361746125,43,ON,Part-time,270
APP01471,86848.01457043653,7194.599676699719,533.4474917434997,3291.274953931609,86,ON,Part-time,419
APP01472,50513.231642880295,8545.686640326408,346.715573784003,8776.9665999346,28,BC,Part-time,327
APP01473,58262.87138310074,2569.522995084699,476.44966977369785,4128.623562941707,85,BC,Full-time,195
APP01474,60920.92089682313,209.0951233523497,556.7476183642817,3939.7167257815754,27,ON,Full-time,255
APP01475,47928.038691417525,2230.9001844535583,314.46930636499735,10671.739473855632,47,ON,Part-time,79
APP01476,73674.32127347759,565.1569079675734,670.7349530146573,2787.2706871459377,55,BC,Unemployed,0
APP01477,58491.751330922656,1033.949366300415,388.86635918627275,1708.3224111286004,89,ON,Unemployed,0
APP01478,68788.04182574763,4315.081198476424,318.4259912904236,3961.0508418885597,56,BC,Unemployed,0
APP01479,46475.37175686873,2299.183708616326,194.6262891375529,7676.399541220242,90,ON,Part-time,98
APP01480,53193.313155991076,5159.458785254234,266.47680398258586,2353.9663874359762,77,BC,Part-time,150
APP01481,75330.46188722206,2534.937532571904,811.2153509786799,6187.541395044731,75,ON,Full-time,447
APP01482,54234.662869149484,9405.373011029476,660.5019544460747,7900.708214678518,78,ON,Part-time,123
APP01483,101825.37551333415,9059.439679262645,786.5723444164857,10336.106918524913,46,BC,Full-time,558
APP01484,53800.31543764006,5668.06105010466,454.0226344520277,3528.565503224798,46,ON,Full-time,359
APP01485,64882.348303150546,3544.2399198738617,349.741901708977,9990.809557210683,64,BC,Part-time,239
APP01486,80234.00564567847,3811.4688203473556,702.7371290393733,3583.9688724436246,89,ON,Part-time,530
APP01487,39632.935063120785,4118.52283144497,212.91304891137506,8444.431953636045,85,ON,Part-time,204
APP01488,35763.4900633849,7275.7932213494405,331.1741891010021,5737.409286307006,73,ON,Full-time,143
APP01489,38377.574500464914,4516.389955188379,458.37492744601076,2261.493666165372,56,BC,Full-time,187
APP01490,88583.48290307817,8567.299465058974,513.5616638503939,8856.898091040335,36,ON,Unemployed,0
APP01491,51398.692902244846,9440.947859303646,541.6410183311493,3395.3888040391957,94,ON,Part-time,488
APP01492,130664.10831236436,3359.4615337893383,570.0248106409889,2942.8576862705063,81,ON,Full-time,122
APP01493,51208.00699251295,5606.9448137568015,373.60390712936135,4941.552214483215,23,ON,Full-time,350
APP01494,64105.847021277215,950.5653683256443,326.2712534287995,8186.192692354319,62,ON,Unemployed,0
APP01495,96332.25173899991,2004.69047766359,684.340657009267,3573.9612666969056,47,ON,Full-time,100
APP01496,110719.28702821501,4134.657667101601,621.4460627466444,3020.276926600743,32,ON,Full-time,284
APP01497,112575.1793086318,2062.0271590177886,819.2705487850582,1109.4898828470077,76,ON,Full-time,527
APP01498,87154.29513671859,8765.604907887175,666.3837786513827,6188.074068118959,62,BC,Full-time,384
APP01499,82466.23556844873,1582.8625605909808,550.1811343771674,5715.10126246701,36,BC,Full-time,555
APP01500,72452.28959975585,4556.60821553092,698.3325703388443,3572.545180011139,25,ON,Full-time,187
APP01501,76606.23795219301,6056.992404598756,905.7743154808098,1590.1738041065983,80,ON,Full-time,8
APP01502,51409.06254833434,6918.639081608444,385.82303265098756,5721.814620554206,63,ON,Full-time,545
APP01503,47451.61313313402,3830.6936972650674,273.7733301368799,9670.256221787944,34,ON,Full-time,419
APP01504,60591.69568382862,8690.990687247286,389.1616568434338,8868.103444598946,82,BC,Unemployed,0
APP01505,57634.12263931105,5683.191510779256,650.3054126259822,10468.743788461874,55,ON,Part-time,90
APP01506,52942.25393623678,4395.077804475518,472.79185297938903,1105.409564844712,43,ON,Full-time,496
APP01507,74745.30644194526,672.4063405203661,594.8549355435167,11630.612484850582,27,BC,Full-time,116
APP01508,80782.61234012824,4646.89468445165,437.32792862972894,4755.5347789019315,73,ON,Full-time,20
APP01509,62283.23272168173,8207.358408157303,492.9340580538874,11894.375757011612,46,ON,Part-time,132
APP01510,94483.8773890628,6145.410182213154,612.9578582798766,3778.8140666195213,27,ON,Full-time,292
APP01511,43062.96951188439,8321.624537291184,517.8907481285373,6186.900263360692,30,ON,Unemployed,0
APP01512,57229.66301834267,4940.116705993056,660.0822162968581,4893.2044423283405,36,ON,Part-time,354
APP01513,48916.92689263543,1184.6170509448184,238.0226495919497,4913.367864937329,74,BC,Unemployed,0
APP01514,34646.93275249423,136.3984583588107,293.53270895852415,10265.103086230374,92,ON,Full-time,237
APP01515,59167.11988435447,3032.195467185912,357.4967837684859,9210.608337110727,76,BC,Part-time,589
APP01516,58477.72622669169,6979.904714977924,443.8347774562044,11913.66578753053,99,ON,Part-time,223
APP01517,95507.53156774274,7902.599039416938,1095.8279471415365,7748.661509892638,69,ON,Full-time,436
APP01518,73289.23173550144,2957.5283462032944,627.5479146642004,6095.822648339529,50,ON,Full-time,39
APP01519,44608.041197794155,4956.539208832472,310.1059181209399,1990.8124924158024,66,ON,Full-time,327
APP01520,105783.86000912538,4211.1890443408165,624.02635460611,11962.175614652424,26,ON,Full-time,209
APP01521,87486.13246120885,4105.227843514279,948.0032741053241,7066.837182255112,48,ON,Part-time,106
APP01522,72225.95703644204,2313.487132001505,676.8282488700867,8705.25216659156,44,ON,Part-time,249
APP01523,56668.86582656162,1363.7110502945836,457.1597640685224,5474.166259104425,42,ON,Full-time,567
APP01524,45482.99023041151,1966.8855823121312,271.9444488101912,7024.872789971595,45,ON,Full-time,354
APP01525,54244.855214449366,553.323871633461,377.11311482777444,11368.35505082176,97,BC,Unemployed,0
APP01526,84082.18991991969,1981.3074182357705,1022.8902688364541,2830.6138172476303,93,ON,Full-time,470
APP01527,106756.02360911871,92.00897625379456,907.5062121872741,4216.098427632801,57,BC,Full-time,265
APP01528,96365.0172800513,6272.5840063597825,723.2991816761321,2672.6570055583556,84,ON,Full-time,464
APP01529,52379.503459472624,3163.754073876829,445.8464950063802,9714.374941852522,69,ON,Unemployed,0
APP01530,43349.05726804016,9731.447114269085,462.0245498950605,1682.4978646401253,91,ON,Part-time,441
APP01531,63271.56765405204,1937.1705077629786,442.9584117726248,1897.9481483647214,68,BC,Full-time,284
APP01532,35681.71512913459,3458.285703095939,201.8116538626443,4283.435240661056,63,BC,Full-time,534
APP01533,66827.88945642114,3578.4115864153323,604.1999248636711,6656.069990131124,51,BC,Full-time,369
APP01534,58025.89695378442,84.5149606246054,563.433443655993,5469.022806155452,37,BC,Full-time,495
APP01535,52739.211780350925,8392.079530394589,532.9815965656264,1492.97941737888,31,ON,Part-time,154
APP01536,37590.797225893446,319.9446014432472,432.9167941099216,11532.407136580467,96,BC,Full-time,316
APP01537,70756.91129912024,9401.798347292413,513.6799165307386,11481.56472393892,40,BC,Full-time,300
APP01538,51694.94153561736,8920.743510936207,247.85781435653132,4072.9195556483587,38,ON,Full-time,440
APP01539,42699.838382532034,5355.219160859636,518.9270735536311,9046.781767954397,23,BC,Full-time,151
APP01540,25623.029117262882,5435.955749112921,199.6486486809876,7364.329525215461,96,BC,Unemployed,0
APP01541,60154.467629848594,6537.779229561564,563.0746458801393,3612.2436450618648,50,BC,Full-time,406
APP01542,103218.24860560628,3870.5001193488697,1003.1999399391503,3883.88706915777,48,BC,Full-time,175
APP01543,99837.90794773534,6472.222833978555,870.6811609612821,6402.684917414955,44,BC,Part-time,55
APP01544,52880.85208709409,447.6838868848687,310.7884926107755,5611.606356470961,100,BC,Full-time,311
APP01545,50628.09036849662,540.4762734972657,529.5457980555874,4203.522610543907,22,ON,Full-time,154
APP01546,69811.75901274345,4572.304196195443,758.4768220208753,9882.627559356639,85,ON,Full-time,500
APP01547,44954.66575159592,5496.22301106035,394.4680459500404,6296.092094011234,61,ON,Full-time,501
APP01548,66400.71044738313,8878.17640335819,547.0096948626923,8203.328686280407,48,ON,Unemployed,0
APP01549,76324.521511111,1046.6063390789627,390.4878172053693,3082.00850184663,34,ON,Full-time,190
APP01550,87641.10763866433,8226.479271938893,426.4847535106619,6868.584287681354,89,BC,Full-time,506
APP01551,58857.776325259765,2100.473372920696,411.79099908941197,4497.736543912836,57,ON,Part-time,149
APP01552,57057.98668195894,3940.8364851003184,385.5437428552419,6790.5497143436605,59,BC,Full-time,8
APP01553,46608.14959999049,3166.024348274129,564.6019777790615,9589.08416752021,49,BC,Unemployed,0
APP01554,47328.1889928066,4001.55272865399,506.26283124856127,9458.045311003878,67,BC,Full-time,593
APP01555,56668.954348187246,1504.9549807258556,547.764141128241,4896.427458377035,31,ON,Full-time,591
APP01556,67719.88357370973,5035.700744035549,574.2917508940034,8637.04828787603,59,ON,Full-time,469
APP01557,79777.82422011039,8016.425898313672,443.67607963766585,11354.189454337047,46,ON,Full-time,321
APP01558,47665.91159414154,4415.34010378897,587.2665419342064,7882.362629173971,82,ON,Full-time,572
APP01559,94914.52565715546,4906.135758981991,692.1172733681304,2632.5113572090086,37,BC,Full-time,451
APP01560,55915.02377479292,8487.675852813143,282.8021624197351,8476.794922070047,90,ON,Full-time,128
APP01561,60265.51187158457,7060.581146380308,499.098326231041,2153.9482498424245,43,BC,Full-time,287
APP01562,48472.98741383151,4904.544085197847,555.0149026962542,10593.214496723298,56,ON,Full-time,87
APP01563,29309.1017555699,2576.9564818917966,338.83544279731876,6683.265453821343,21,ON,Full-time,81
APP01564,79073.97485499376,8849.267468449667,336.70088331671974,5236.548099427375,20,BC,Full-time,534
APP01565,75658.0128851166,5770.204016905584,874.0365109915308,1627.0725411466162,23,ON,Full-time,252
APP01566,55744.119159761,2211.476101106934,358.38090125155907,5188.621080513207,79,ON,Full-time,190
APP01567,61884.35498612886,2691.1975263801037,277.9496424961245,10935.273347073684,38,BC,Part-time,598
APP01568,70806.58120831389,8031.330889362459,795.270176918535,1230.812959149335,94,ON,Full-time,484
APP01569,37955.19666257319,441.4556208745546,431.381924542318,6221.129735599854,56,ON,Full-time,379
APP01570,51751.549968765175,9920.9218702882,472.76381254812316,11242.739002216846,98,BC,Full-time,456
APP01571,76972.60581176671,1303.5167971479177,689.1830505935668,5343.250997415232,54,BC,Full-time,8
APP01572,41632.59353946601,7960.685253969374,455.57168815400297,5709.932562083654,64,ON,Part-time,318
APP01573,66236.89047335372,3947.7531677168286,710.0095413141618,7364.160607190319,55,BC,Full-time,334
APP01574,40374.38885060227,4922.161832874669,467.70549106771915,6092.310669349018,72,ON,Full-time,230
APP01575,69762.67891338788,8806.505774645779,612.0206846964788,2854.6186036130766,39,ON,Full-time,508
APP01576,60007.99127672842,4129.111895892132,733.921282816885,1204.1109297684645,39,ON,Unemployed,0
APP01577,37361.12185753595,5374.937536732345,465.8143672272225,7707.928237765718,88,ON,Full-time,527
APP01578,86021.04643705444,492.9966240916994,441.96510439339994,11128.872457085934,78,ON,Part-time,475
APP01579,48656.855477977515,23.474738674531537,547.204630581928,2170.0054632988217,54,ON,Full-time,406
APP01580,47564.86958766789,2447.998730017259,396.3034608388276,3320.4799117802872,95,ON,Full-time,287
APP01581,64414.64055975587,6805.830929187673,476.435555454353,5072.524344074708,29,ON,Full-time,446
APP01582,85606.51506438722,1212.648933591367,794.0520121977244,9896.164519232316,49,BC,Full-time,343
APP01583,44720.125728119194,1137.6195880454943,207.19041351050672,3961.8634811807533,55,ON,Full-time,325
APP01584,61785.835609859925,4109.606080359033,518.2086769321542,10702.598447066453,78,BC,Full-time,167
APP01585,68979.89850142435,6478.370386082265,788.0324364749936,1604.5366211507305,79,BC,Full-time,593
APP01586,74671.75201168115,7120.719922479305,443.96184502505935,11350.522833848283,85,ON,Full-time,296
APP01587,63950.071914783155,1784.506740983748,493.68916993027614,7168.2178566114135,47,ON,Full-time,581
APP01588,54329.19992599381,795.8814737204245,651.7153744859042,8246.55446336475,85,ON,Full-time,183
APP01589,47318.111055636204,9403.970339455442,366.1490566628146,5044.584747899884,97,BC,Full-time,576
APP01590,62240.96292447212,2606.663825621017,445.2135664963977,9601.937140621663,89,BC,Full-time,86
APP01591,43970.918947412974,8533.464976087238,344.6355060142045,2832.2287509284665,85,BC,Full-time,556
APP01592,25248.45689891672,8634.914504628183,214.49674363249943,1538.0300780633575,34,ON,Full-time,149
APP01593,69140.3244569372,7725.225917625445,652.2187401307851,5350.6863741831285,63,BC,Part-time,59
APP01594,79547.20653387233,1688.3360665257007,862.2206572637008,10390.652853791435,52,ON,Full-time,5
APP01595,29853.152788773536,8218.014592542004,236.86043849341976,9304.195203014642,62,BC,Unemployed,0
APP01596,44801.91905600812,7692.505592415867,491.8806184311863,6688.715675378538,96,ON,Part-time,83
APP01597,73033.37031423405,5967.229901062171,629.134198850012,7293.515218818889,60,ON,Part-time,383
APP01598,112439.8966523135,3372.0203516895276,785.6555160896207,2428.82108928631,53,BC,Full-time,549
APP01599,61032.60919411833,2625.086042665441,588.9396696551491,10247.496594793403,93,BC,Part-time,479
APP01600,48753.12527622905,1218.8921208035897,494.73138030967954,9656.556512606167,48,ON,Part-time,27
APP01601,57414.750844042195,5097.5706690087145,506.23015263800914,8221.17433275637,71,BC,Part-time,525
APP01602,91618.49041479589,5852.608755098465,424.9685298406294,6128.101399618323,76,ON,Full-time,577
APP01603,49967.906645372896,3593.3899051578724,278.93870807808406,11609.051951074636,46,ON,Part-time,414
APP01604,47722.95810002522,4753.590676808685,312.3060852507472,10669.351690641182,33,ON,Part-time,180
APP01605,52475.53858657943,3635.1445736926667,342.2391681996057,8088.735428660804,56,ON,Full-time,464
APP01606,45566.44559818127,6410.060573207013,445.57179215186136,5089.810974890167,68,BC,Part-time,527
APP01607,62926.745548932515,9012.592077965634,271.8166194897199,7798.245065496636,31,ON,Full-time,1
APP01608,98748.25409052221,1639.2026204694487,1033.3031931410371,7329.850191837319,53,ON,Part-time,271
APP01609,66826.11638095339,3814.0880990312344,426.2072107727917,5336.66186618408,42,ON,Part-time,484
APP01610,56230.77108986886,1408.6860395086132,379.56794176975507,4373.413688568837,83,BC,Full-time,48
APP01611,55569.07299019241,6249.43770407832,475.9999688029338,5477.118714610547,36,ON,Part-time,183
APP01612,37947.853591147934,7288.705094885958,226.39866572155137,7313.025466367377,76,BC,Part-time,373
APP01613,79051.78303054628,9319.12732597456,912.0410491065667,5709.483291822039,44,ON,Full-time,539
APP01614,59253.154960983986,2788.719262609649,289.0412249229918,3899.3193702152225,47,BC,Full-time,507
APP01615,57456.389232806236,9502.112058654302,452.1733382747252,9370.596495368896,90,ON,Part-time,506
APP01616,158080.1932279402,632.626718206748,1777.6411091792884,6846.1424555315425,62,BC,Full-time,572
APP01617,66340.20067740312,6030.138633645882,616.8775656713317,1744.4267954815996,23,ON,Full-time,66
APP01618,48406.44039872972,571.3271934332997,319.6154290399234,5051.481561887381,51,ON,Part-time,52
APP01619,53370.75341789719,8937.741877619448,409.51388338541057,10734.048029331929,23,ON,Unemployed,0
APP01620,85601.59351014257,5298.090570700541,860.791348642111,9307.60184319947,54,BC,Full-time,470
APP01621,62749.543880537574,6693.4835076279605,770.38699719322,4555.714623384078,95,BC,Full-time,243
APP01622,39396.88658486494,8315.739259104525,457.37773404148857,11320.0146724896,99,BC,Full-time,337
APP01623,79913.02584738127,1503.1062248396877,561.0112899245239,1842.6319919403118,31,ON,Part-time,121
APP01624,49636.525321118104,385.91561938133844,619.7111414276432,11573.581742814078,43,ON,Part-time,554
APP01625,106395.09953588803,8788.811459128521,446.4202399430897,3702.7560173314323,76,ON,Full-time,45
APP01626,83863.00760560668,3149.3322745893247,368.7384852025459,1100.0359833266118,20,ON,Full-time,52
APP01627,53036.1426160108,1289.7890792716526,585.0949530289388,5771.888401701594,54,BC,Full-time,151
APP01628,89074.67781779749,4684.612370870866,519.2034456268757,4948.674726557095,43,ON,Part-time,413
APP01629,61900.41222168423,5983.060756960188,289.2654072914966,6929.9790572747315,52,ON,Full-time,541
APP01630,78335.60997189829,309.70603422510123,481.20786630492466,9764.501466268299,30,ON,Part-time,569
APP01631,70146.7889311462,2748.9565825708773,541.3579335866451,10266.738823654918,37,BC,Full-time,498
APP01632,47052.461883173244,327.99874276896014,482.50977111905365,5413.52999572861,55,ON,Part-time,209
APP01633,50004.1117122879,4203.353891954989,468.5116605980043,5728.303180769853,19,BC,Full-time,8
APP01634,82612.28772463425,8951.000290662443,507.80480214080416,2629.9550336242105,78,ON,Part-time,391
APP01635,54857.427172780655,9826.524114935692,458.64029617734025,1523.0236976927984,85,BC,Unemployed,0
APP01636,53735.59585580049,6370.475535036275,638.6538730961628,8053.364892585272,67,ON,Unemployed,0
APP01637,45541.928730324005,1616.376937845918,499.0665871601341,1708.8138810796152,97,ON,Unemployed,0
APP01638,68872.01352029644,9058.493899993058,472.4561499225433,9072.131313636015,64,BC,Full-time,247
APP01639,112609.67794172758,5162.478232000604,1390.977790655842,6929.991595244723,66,ON,Full-time,395
APP01640,44031.72125194414,1537.4931210291809,443.4803047614399,3184.4127604869173,86,BC,Full-time,339
APP01641,61095.36615696074,9217.266694516613,286.3587444100723,6934.752378639146,37,BC,Full-time,412
